schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_00,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,10,220,21.57137144399894,53,160,True,220,135,134,84,134,0,0,168,52,215,1,110.71281399927102,130.6606186015415,134.03211099648615,videos/libero_spatial__task_000__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_01,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,10,220,16.51005160400382,53,324,True,220,138,137,82,137,0,0,163,57,219,1,106.74247100541834,130.12332619982772,137.0272739950451,videos/libero_spatial__task_000__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_02,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,10,220,16.4597823649965,53,441,True,220,136,135,83,135,0,0,164,56,218,1,107.2137580049457,131.1260410984687,133.27010400098516,videos/libero_spatial__task_000__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_03,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,10,220,16.618077525003173,53,558,True,220,138,137,82,137,0,0,162,58,218,1,107.22625399648678,130.4108594020363,133.98412500100676,videos/libero_spatial__task_000__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_00,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,10,220,16.503736102000403,53,675,True,220,135,134,85,134,0,0,167,53,218,1,108.78806349865044,132.3120045970427,137.1624149978743,videos/libero_spatial__task_001__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_01,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,10,220,16.696539206001034,53,792,True,220,138,137,82,137,0,0,163,57,219,1,108.01051700400421,130.6052970016026,133.3103340002708,videos/libero_spatial__task_001__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_02,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,10,220,16.509797989994695,53,909,True,220,138,137,82,137,0,0,162,58,217,1,108.0259259979357,129.93375200458104,132.3956510022981,videos/libero_spatial__task_001__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_03,libero_spatial,1,3,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,c3293281c61471554a1ffa63ff56fb493c61e5fa5d46e84e054c8f0b5d602651,10,220,16.533296527995844,53,1026,True,220,138,137,81,137,0,0,160,60,217,1,106.77343900169944,129.11039660393723,131.9081730034668,videos/libero_spatial__task_001__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_00,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,7,False,max_ticks,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,10,220,16.445857481005078,53,1143,True,220,138,137,82,137,0,0,164,56,215,1,108.46165499970084,130.70381520083174,136.44034900062252,videos/libero_spatial__task_002__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_01,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,7,False,max_ticks,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,10,220,16.504083874999196,53,1260,True,220,138,137,81,136,0,1,158,62,218,1,106.25546400115127,129.09593759977724,133.7353249982698,videos/libero_spatial__task_002__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_02,libero_spatial,2,2,pick up the black bowl from table center and place it on the plate,7,False,max_ticks,4b393f46412fdced9fdd925e55dddda291b1ba09f5d062d4a63032d43492c003,10,220,16.60767784700147,53,1377,True,220,139,138,81,138,0,0,161,59,219,1,107.18677549812128,129.60623340513848,132.33193800260779,videos/libero_spatial__task_002__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_03,libero_spatial,2,3,pick up the black bowl from table center and place it on the plate,7,False,max_ticks,d67e69d4f8823bbe8f4e01bbf2aea7eb3a46eb112554106f71dd6b1c953ae6b7,10,220,16.552171839997754,53,1494,True,220,138,137,82,137,0,0,163,57,219,1,106.36836200137623,129.84631340223132,137.88926100096432,videos/libero_spatial__task_002__episode_03.mp4
