schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_04,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,10,105,15.464657864999026,1,159,True,105,65,64,39,64,0,0,16,89,102,1,109.13849400094477,131.6763530463504,132.7393390092766,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_05,libero_spatial,0,5,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,a02a6f3f78646a8aebf5c7f992587f813845a963ea2937c77e76b0e7c559ed60,10,100,10.204126368000288,1,232,True,100,63,62,37,62,0,0,14,86,99,1,105.71381550107617,127.73857155043515,130.98003300547134,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_06,libero_spatial,0,6,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,13cefaeb7cbe5564bb1420fe55fbde3b8a60a9d382517639b05ad247fce3044d,10,106,10.659023888001684,1,305,True,106,66,65,39,65,0,0,15,91,103,1,106.57843400258571,129.8416770005133,132.86373899609316,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_07,libero_spatial,0,7,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,2f10b6cf2b4012897a30a4696147807976c704627578a527b88a53474db0fe23,10,107,10.498902111998177,1,378,True,107,67,66,40,66,0,0,16,91,105,1,107.92840700014494,128.9091892504075,132.21968899597414,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_04,libero_spatial,1,4,pick up the black bowl next to the ramekin and place it on the plate,9,False,max_ticks,203e4b51ca33cdd04c89727d41bfa267c945523a96e45584ce703e278c548219,10,220,16.16435995399661,1,451,True,220,138,137,82,137,0,0,26,194,218,1,108.37946999527048,129.95440179365687,133.3378520066617,videos/libero_spatial__task_001__episode_04.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_05,libero_spatial,1,5,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,10,140,12.232511961992714,1,615,True,140,88,87,51,87,0,0,16,124,138,1,106.88976700475905,130.07171330827987,131.69466498948168,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_06,libero_spatial,1,6,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,10,133,11.868211936001899,1,688,True,133,84,83,49,83,0,0,15,118,129,1,106.9835699890973,129.50173280987656,131.5870359976543,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_07,libero_spatial,1,7,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,10,205,15.399141407004208,1,761,True,205,128,127,76,127,0,0,27,178,203,1,108.15416100376751,130.43159300577827,136.42078000702895,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_04,libero_spatial,2,4,pick up the black bowl from table center and place it on the plate,9,True,task_success,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,10,121,11.210758030996658,1,834,True,121,76,75,44,75,0,0,16,105,118,1,106.91936500370502,129.23741610429715,132.11145300010685,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_05,libero_spatial,2,5,pick up the black bowl from table center and place it on the plate,9,True,task_success,c6bcd2b35367b0546114f8b92c6acd01a614a1756bd3fa34e775f7414ed13949,10,157,13.011150273989188,1,907,True,157,99,98,58,98,0,0,19,138,156,1,107.40082400297979,130.52404500776902,132.0147270016605,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_06,libero_spatial,2,6,pick up the black bowl from table center and place it on the plate,9,True,task_success,5494ed235f79018a3e3c3747adec758412b5b087cb6ea2fadcb15c7b0a304018,10,146,12.42289486801019,1,980,True,146,91,90,54,90,0,0,19,127,144,1,109.3100365033024,132.00280644450686,134.8798800026998,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_07,libero_spatial,2,7,pick up the black bowl from table center and place it on the plate,9,True,task_success,943a79d96b57e64674272be670d2a3bae2931c8a36caf1f47d3f5a43a70a96ea,10,138,12.0735130940011,1,1053,True,138,87,86,51,86,0,0,18,120,137,1,105.2166484951158,128.30117225530557,135.1724279957125,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_04,libero_spatial,3,4,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,a33b8722d1c9c4434a8ac96461fbe20f9159949b23fe3bd857e1a09298f7d775,10,134,11.868589010002324,1,1126,True,134,84,83,50,83,0,0,17,117,132,1,105.28128099394962,131.28943339834223,137.20518999616615,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_05,libero_spatial,3,5,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,6ce86d38f92f1bf2f0ef89eea048e8011e0bd6c9ae3c35b0260cebaf5eb88c02,10,139,12.1233172390057,1,1199,True,139,86,85,52,85,0,0,20,119,136,1,109.09415899368469,132.43034740153234,136.3635309971869,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_06,libero_spatial,3,6,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,86af305f0ec297b199dbb697ea3e12948075420b1cf45dcab5f6d3ec551a46a7,10,148,12.718418906995794,1,1272,True,148,92,91,55,91,0,0,19,129,146,1,107.59737000626046,130.5670534929959,132.64678699488286,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_07,libero_spatial,3,7,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,cb83556da2a5d5fd5b2c403a3ff9124bc769daac6f02152f1115c4298e4af6ec,10,134,11.894561812005122,1,1345,True,134,84,83,49,83,0,0,18,116,132,1,106.64183700282592,128.76462640124373,132.90261199290399,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_04,libero_spatial,4,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,9,True,task_success,849063999c0410fd1fd9bcd5c25333195faf1a19fccc6fa55a3dc047f3e2524d,10,170,13.736746270995354,1,1418,True,170,107,106,63,106,0,0,20,150,168,1,107.0533635065658,129.70668726120493,132.16146398917772,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_05,libero_spatial,4,5,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,9,True,task_success,9d27e8547f5f08d749e813810ea5fbcabfda762c07d2bc8a75a79a50e1685994,10,171,13.740451938007027,1,1491,True,171,107,106,63,106,0,0,23,148,168,1,107.44806450384203,130.11862050188938,132.58961999963503,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_06,libero_spatial,4,6,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,9,True,task_success,e7d1ddf7761004e49510ab9f3970bf3a7457817bfb57163af33101d940780fdc,10,198,15.01053183899785,1,1564,True,198,124,123,73,123,0,0,23,175,194,1,106.82998600532301,130.26148470089538,131.6663980105659,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_07,libero_spatial,4,7,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,9,True,task_success,67b22b8c1c7d85c1e3cc7c5e37ef57eaec6fb80f1d8ee66eb6a7b883464fbd0a,10,160,13.193740483999136,1,1637,True,160,100,99,59,99,0,0,19,141,156,1,106.28598200855777,129.26990331179695,131.51398100308143,
