artifact_schema,case_id,condition,mode,scenario,trace,video_path,payload_mass_kg,latency_schedule_ms,latency_jitter_ms,drop_probability,spike_joint,spike_velocity_rad_s,reference_action_steps,runtime_action_steps,target_is_scenario_goal,target_reached,physical_safe,safe_target_reached,final_target_error_rad,tracking_rmse_rad,max_tracking_error_rad,control_thread_id,policy_worker_thread_id,observation_worker_thread_id,control_ticks,control_ticks_during_inference,p95_control_tick_lateness_ms,max_control_tick_lateness_ms,p95_control_tick_gap_ms,max_control_tick_gap_ms,accepted_responses,rejected_responses,deadline_rejections,policy_failures,observation_frames_completed,observation_frames_superseded,superseded_pending_requests,action_boundaries,hold_boundaries,hold_rate,stale_action_commands,index_zero_action_commands,scaled_plan_count,planned_intervention_steps,braking_boundaries,abrupt_stop_violations,repair_selection_deadline_exceedances,unsafe_prepared_plans,p95_policy_latency_ms,max_policy_latency_ms,p95_observation_latency_ms,max_observation_latency_ms,p95_repair_latency_ms,max_repair_latency_ms,max_observation_age_ms,torque_saturation_count,obstacle_contact_steps,self_contact_steps,joint_limit_violation_steps
armbench.async_panda_closed_loop.v2,case_000__fixed_000ms__unguarded,fixed_000ms,unguarded,single_block,traces/case_000__fixed_000ms__unguarded.npz,,0.0,[0.0],0.0,0.0,0,0.0,232,277,True,True,True,True,0.0017238041809972682,0.0005323491992231064,0.007097625672858654,6104,24956,37968,1877,0,14.999999999417923,38.00000000046566,16.00000000325963,47.00000000593718,116,0,0,0,116,161,0,277,31,0.11191335740072202,326,0,0,0,0,22,0,0,3.749999999854481,16.00000000325963,222.74999999717693,311.9999999908032,0.0,0.0,421.99999999138527,0,0,0,0
armbench.async_panda_closed_loop.v2,case_001__fixed_000ms__legacy_greedy,fixed_000ms,legacy_greedy,single_block,traces/case_001__fixed_000ms__legacy_greedy.npz,,0.0,[0.0],0.0,0.0,0,0.0,232,277,True,True,True,True,0.004967011133057753,0.0007460454019460896,0.01065807705445921,6104,27912,22348,1877,1,14.999999999417923,35.00000000349246,16.00000000325963,47.00000000593718,123,0,0,0,123,153,0,277,22,0.07942238267148015,338,0,17,53,0,24,0,0,0.0,16.00000000325963,219.00000001041917,264.9999999994179,10.369694999826601,16.719999999622814,437.9999999946449,1,0,0,0
armbench.async_panda_closed_loop.v2,case_002__fixed_000ms__braking_invariant,fixed_000ms,braking_invariant,single_block,traces/case_002__fixed_000ms__braking_invariant.npz,,0.0,[0.0],0.0,0.0,0,0.0,232,277,True,True,True,True,0.0029281117288518788,0.000653319633448495,0.006094200877935663,6104,45440,2500,1877,2,14.999999999417923,39.00000001885928,16.00000000325963,32.00000000651926,136,0,0,0,136,141,0,277,5,0.018050541516245487,377,0,17,54,5,0,0,0,15.999999992345693,16.00000000325963,157.00000000651926,172.00000000593718,8.001619996502994,19.013600001926534,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_003__fixed_040ms__unguarded,fixed_040ms,unguarded,single_block,traces/case_003__fixed_040ms__unguarded.npz,,0.0,[40.0],0.0,0.0,0,0.0,232,277,True,True,True,True,0.001981351659302022,0.0004158832601493516,0.007003224836044597,6104,39316,38104,1877,643,13.999999995576218,21.000000007916242,16.00000000325963,32.00000000651926,140,0,0,0,140,137,0,277,16,0.05776173285198556,369,0,0,0,0,11,0,0,47.00000000593718,63.00000000919681,156.99999999196734,171.99999999138527,0.0,0.0,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_004__fixed_040ms__legacy_greedy,fixed_040ms,legacy_greedy,single_block,traces/case_004__fixed_040ms__legacy_greedy.npz,,0.0,[40.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.40383100798367655,0.0013062862334715006,0.018652740904446602,6104,37008,38316,1877,557,14.999999999417923,25.99999999802094,16.00000000325963,32.00000000651926,121,0,0,0,121,156,0,277,59,0.21299638989169675,304,0,33,95,0,42,0,0,47.00000000593718,62.999999994644895,235.00000000058208,264.9999999994179,9.331299999030303,19.078400000580586,407.00000000651926,5,0,0,0
armbench.async_panda_closed_loop.v2,case_005__fixed_040ms__braking_invariant,fixed_040ms,braking_invariant,single_block,traces/case_005__fixed_040ms__braking_invariant.npz,,0.0,[40.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.23709634770181442,0.000960812751340167,0.020894848143752323,6104,22740,35596,1877,602,14.999999999417923,25.99999999802094,16.00000000325963,32.00000000651926,130,0,0,0,130,147,0,277,24,0.08664259927797834,408,0,40,118,31,0,0,0,47.00000000593718,63.00000000919681,172.00000000593718,187.9999999946449,7.510200004617218,11.147999990498647,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_006__fixed_080ms__unguarded,fixed_080ms,unguarded,single_block,traces/case_006__fixed_080ms__unguarded.npz,,0.0,[80.0],0.0,0.0,0,0.0,232,277,True,True,True,True,0.004359731235465403,0.0008518786610172644,0.008899389135458013,6104,40968,42028,1877,1197,13.999999995576218,21.000000007916242,16.00000000325963,32.00000000651926,129,0,0,0,129,148,0,277,83,0.2996389891696751,291,0,0,0,0,63,0,0,94.00000001187436,110.00000000058208,172.00000000593718,202.99999999406282,0.0,0.0,407.00000000651926,3,0,0,0
armbench.async_panda_closed_loop.v2,case_007__fixed_080ms__legacy_greedy,fixed_080ms,legacy_greedy,single_block,traces/case_007__fixed_080ms__legacy_greedy.npz,,0.0,[80.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.686237543682093,0.001258610599582628,0.023280063938885175,6104,2248,13752,1877,1293,14.999999999417923,25.999999983469024,16.00000000325963,32.00000000651926,138,0,0,0,138,139,0,277,61,0.22021660649819494,307,0,47,106,0,53,0,0,94.00000001187436,108.99999999674037,157.00000000651926,187.0000000053551,7.095000000845175,22.84059999510646,407.00000000651926,6,0,0,0
armbench.async_panda_closed_loop.v2,case_008__fixed_080ms__braking_invariant,fixed_080ms,braking_invariant,single_block,traces/case_008__fixed_080ms__braking_invariant.npz,,0.0,[80.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.5356225456620202,0.0009724258413088586,0.01220460401790005,6104,34060,32092,1877,1271,14.999999999417923,25.999999983469024,16.00000000325963,32.00000000651926,136,0,0,0,137,140,0,277,60,0.21660649819494585,382,0,43,97,82,0,0,0,94.00000001187436,109.00000001129229,171.99999999138527,187.0000000053551,6.500800004869231,9.2134000005899,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_009__fixed_160ms__unguarded,fixed_160ms,unguarded,single_block,traces/case_009__fixed_160ms__unguarded.npz,,0.0,[160.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.1388484867659396,0.0010435731225373346,0.023585452112728444,6104,43472,33332,1877,1864,14.000000010128133,23.000000015599653,16.00000000325963,32.00000000651926,41,68,68,0,142,135,32,277,260,0.9386281588447654,44,0,0,0,0,51,0,0,172.00000000593718,187.0000000053551,157.00000000579166,172.00000000593718,0.0,0.0,547.0000000059372,4,0,0,0
armbench.async_panda_closed_loop.v2,case_010__fixed_160ms__legacy_greedy,fixed_160ms,legacy_greedy,single_block,traces/case_010__fixed_160ms__legacy_greedy.npz,,0.0,[160.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.1787493066883066,0.0008109782079865085,0.020901740609953645,6104,29328,28808,1877,1862,13.999999995576218,25.99999999802094,16.00000000325963,46.000000002095476,33,75,75,0,131,146,21,277,263,0.9494584837545126,36,0,1,1,0,40,0,0,172.00000000593718,172.00000000593718,172.00000000593718,202.99999999406282,6.3365100031660395,11.597600008826703,547.0000000059372,2,0,0,0
armbench.async_panda_closed_loop.v2,case_011__fixed_160ms__braking_invariant,fixed_160ms,braking_invariant,single_block,traces/case_011__fixed_160ms__braking_invariant.npz,,0.0,[160.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.162423926967519,0.0004587500875674652,0.009181298080880806,6104,21660,34020,1877,1861,13.999999995576218,28.99999999499414,16.00000000325963,32.00000000651926,53,56,56,0,148,129,38,277,246,0.8880866425992779,103,0,2,2,100,0,0,0,172.00000000593718,172.00000000593718,156.00000000267755,187.9999999946449,3.433939999376889,4.343199994764291,578.0000000086147,0,0,0,0
armbench.async_panda_closed_loop.v2,case_012__fixed_240ms__unguarded,fixed_240ms,unguarded,single_block,traces/case_012__fixed_240ms__unguarded.npz,,0.0,[240.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.3759483605303124,0.00011932827166304703,0.0034959089988442216,6104,37160,41428,1877,1864,13.999999995576218,20.000000004074536,16.00000000325963,31.999999991967343,5,70,70,0,153,124,77,277,277,1.0,4,0,0,0,0,6,0,0,250.0,250.0,156.00000000267755,157.00000000651926,0.0,0.0,578.9999999979045,0,0,0,0
armbench.async_panda_closed_loop.v2,case_013__fixed_240ms__legacy_greedy,fixed_240ms,legacy_greedy,single_block,traces/case_013__fixed_240ms__legacy_greedy.npz,,0.0,[240.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.3784789406462314,0.00010576080195743234,0.0034986497008255846,6104,42508,43196,1877,1864,13.999999995576218,29.999999998835847,16.00000000325963,46.999999991385266,5,69,69,0,160,117,84,277,277,1.0,5,0,0,0,0,8,0,0,250.0,266.00000000325963,141.00000000325963,156.99999999196734,1.6142400039825588,1.7395000031683594,547.0000000059372,0,0,0,0
