schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_00,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,10,106,15.248800153000047,1,157,True,106,67,66,39,66,0,0,12,94,105,1,107.02202649554238,128.32993174379226,131.4170920086326,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_01,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,10,110,10.586615141990478,1,230,True,110,69,68,40,68,0,0,14,96,107,1,106.44133099413011,130.50624273964786,132.86622399755288,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_02,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,10,77,8.93843881599605,1,303,True,77,48,47,28,47,0,0,12,65,75,1,109.21406499983277,131.3397573045222,131.900931999553,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_03,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,10,70,8.608850335003808,1,376,True,70,44,43,25,43,0,0,10,60,67,1,105.39802600396797,128.52217240142636,131.27342298685107,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_00,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,10,123,11.263335360999918,1,449,True,123,77,76,45,76,0,0,18,105,122,1,105.49036149313906,129.74144500185503,131.3330679986393,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_01,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,10,106,10.401520230996539,1,522,True,106,67,66,39,66,0,0,14,92,105,1,106.47949599660933,129.87430449720705,131.0115560045233,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_02,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,10,116,10.959249849998741,1,595,True,116,73,72,42,72,0,0,16,100,115,1,107.09935899649281,129.41512639808934,134.7227020014543,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_03,libero_spatial,1,3,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,c3293281c61471554a1ffa63ff56fb493c61e5fa5d46e84e054c8f0b5d602651,10,110,10.617808360999334,1,668,True,110,69,68,40,68,0,0,13,97,107,1,106.07345249445643,129.0478871531377,130.99754598806612,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_00,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,7,True,task_success,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,10,132,11.800058033011737,1,741,True,132,83,82,49,82,0,0,18,114,131,1,108.23926899320213,130.32600583974272,132.9588149965275,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_01,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,7,True,task_success,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,10,105,10.360380163008813,1,814,True,105,66,65,38,65,0,0,13,92,104,1,105.2386860101251,127.8248284041183,131.27201300812885,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_02,libero_spatial,2,2,pick up the black bowl from table center and place it on the plate,7,True,task_success,4b393f46412fdced9fdd925e55dddda291b1ba09f5d062d4a63032d43492c003,10,106,10.367047116000322,1,887,True,106,66,65,39,65,0,0,12,94,104,1,105.78351299045607,129.3726214003982,132.35674300813116,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_03,libero_spatial,2,3,pick up the black bowl from table center and place it on the plate,7,True,task_success,d67e69d4f8823bbe8f4e01bbf2aea7eb3a46eb112554106f71dd6b1c953ae6b7,10,102,10.182290435011964,1,960,True,102,64,63,37,63,0,0,15,87,100,1,107.76841499318834,130.27475110575324,133.67843099695165,
