schema_version,case_id,source_case_id,selection_index,source_row_index,scenario,profile,response_action_sha256,input_action_sha256,supervision_budget_ms,base_response_age_ms,activation_response_age_ms,supervisor_latency_ms,assurance_worker_latency_ms,qp_latency_ms,continuous_collision_latency_ms,dynamics_braking_latency_ms,fallback_brake_latency_ms,status,reason,supervisor_status,failure_stage,candidate_complete,candidate_action_count,published_action_count,policy_actions_executable,partial_prefix_exposed,all_or_none_publication,assurance_worker_thread_separate,fallback_validated,qp_feasible,qp_intervention_steps,joint_position_violation_steps,joint_velocity_violation_steps,joint_acceleration_violation_steps,continuous_edges_checked,continuous_unsafe_edges,continuous_indeterminate_edges,braking_boundaries_checked,braking_invalid_boundaries,all_registered_constraints_satisfied,unsafe_plan_published,software_budget_exceeded,response_deadline_exceeded,broad_phase_pair_tests,broad_phase_pruned_pairs,broad_phase_exact_pair_evaluations,broad_phase_prune_rate,safe_configuration_cache_hits,persistent_qp_solve_calls,persistent_brake_validation_calls
armbench.pi05_optimized_cpu_replay.v1,row_00763__free_space__direct_dispatch__operational_20ms,row_00763__free_space__direct_dispatch,0,763,free_space,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.75407699757488,135.75407699681818,21.91310000489466,15.999999995983671,4.507600002398249,15.893299998424482,0.0,0.5988999982946552,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,7791,7454,337,0.9567449621357977,8,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00763__single_block__direct_dispatch__operational_20ms,row_00763__single_block__direct_dispatch,0,763,single_block,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,102.52607700385852,133.5260769992601,21.965799998724833,14.999999999417923,7.067999998980667,13.344300001335796,0.0,1.3384000048972666,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,4930,4746,184,0.9626774847870182,5,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00763__narrow_gate__direct_dispatch__operational_20ms,row_00763__narrow_gate__direct_dispatch,0,763,narrow_gate,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.48747699754313,134.48747699294472,23.925599998619873,30.999999995401595,5.379899994295556,17.20249999925727,0.0,1.2142999985371716,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,9720,9434,286,0.9705761316872428,7,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00458__free_space__direct_dispatch__operational_20ms,row_00458__free_space__direct_dispatch,1,458,free_space,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.58776900765952,113.58776901033707,24.32839999528369,31.000000002677552,3.4930000038002618,19.605400004365947,0.0,1.1144999953103252,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6027,5766,261,0.9566948730711797,6,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00458__single_block__direct_dispatch__operational_20ms,row_00458__single_block__direct_dispatch,1,458,single_block,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.50796900392743,113.50796900660498,21.77300000039395,31.000000002677552,2.1176000009290874,18.391599995084107,0.0,1.1557000034372322,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,8330,7946,384,0.9539015606242497,7,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00458__narrow_gate__direct_dispatch__operational_20ms,row_00458__narrow_gate__direct_dispatch,1,458,narrow_gate,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,83.1604690029053,114.16046900558285,23.21720000327332,16.00000000325963,4.617300000973046,17.315799996140413,0.0,1.1078000025008805,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,10584,10249,335,0.9683484504913077,7,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00222__free_space__direct_dispatch__operational_20ms,row_00222__free_space__direct_dispatch,2,222,free_space,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.54230199957965,202.5423020022572,25.747699997737072,31.000000002677552,3.5896000044886023,20.82700000028126,0.0,1.210700000228826,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,6027,5746,281,0.9533764725402356,6,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00222__single_block__direct_dispatch__operational_20ms,row_00222__single_block__direct_dispatch,2,222,single_block,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.895202001906,218.89520200056722,35.72620000340976,46.999999998661224,5.198500002734363,29.078500003379304,0.0,1.2857000037911348,hold,response_deadline_exceeded_during_supervision,hold,deadline,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,11390,10791,599,0.9474100087796312,6,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00222__narrow_gate__direct_dispatch__operational_20ms,row_00222__narrow_gate__direct_dispatch,2,222,narrow_gate,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.71460199460853,202.71460199728608,25.22789999784436,31.000000002677552,5.702199996449053,18.02499999757856,0.0,1.2999000027775764,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,3,0,10,5,False,False,True,True,7128,6844,284,0.9601571268237935,5,10,1
armbench.pi05_optimized_cpu_replay.v1,row_01467__free_space__direct_dispatch__operational_20ms,row_01467__free_space__direct_dispatch,3,1467,free_space,operational_20ms,0d05a20d8a90b30eac6e6dfc2e65c5d447cb062d06863c48db1367dbdc8d27af,4f17f5dfea4ea95c98fd42f459cd72d84c6d64fa6c129fbeb17b753364002cf1,20.0,92.3235240043141,108.32352400757372,21.906400004809257,16.00000000325963,5.303099998855032,15.263000001141336,0.0,1.1463999981060624,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6321,6054,267,0.9577598481252966,7,10,1
