schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_00,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,10,109,15.767627612993238,1,157,True,109,68,67,40,67,0,0,15,94,106,1,106.94014700129628,129.65693699661642,137.3156599875074,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_01,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,10,104,10.573777516998234,1,230,True,104,65,64,38,64,0,0,14,90,102,1,108.37022850319045,129.68647260058788,131.16647499555256,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_02,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,10,120,11.42567573999986,1,303,True,120,75,74,44,74,0,0,15,105,117,1,106.09831449983176,128.07759805509704,130.98693099163938,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_03,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,10,69,8.853892920000362,1,376,True,69,43,42,25,42,0,0,8,61,67,1,107.04822550906101,131.6324845982308,132.1188260044437,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_00,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,10,114,11.153498062005383,1,449,True,114,71,70,42,70,0,0,16,98,112,1,106.66893250163412,129.53591789628263,131.10707500891294,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_01,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,10,111,10.863006836996647,1,522,True,111,69,68,41,68,0,0,17,94,108,1,108.18921699683415,131.21444760035956,134.95029699697625,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_02,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,10,108,10.817248395993374,1,595,True,108,67,66,40,66,0,0,15,93,106,1,106.54484000406228,128.35547599024721,129.67969200690277,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_03,libero_spatial,1,3,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,c3293281c61471554a1ffa63ff56fb493c61e5fa5d46e84e054c8f0b5d602651,10,110,10.879272467995179,1,668,True,110,69,68,41,68,0,0,16,94,109,1,109.75552200397942,131.29688529588748,133.30400400445797,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_00,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,9,True,task_success,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,10,117,11.297929069987731,1,741,True,117,73,72,44,72,0,0,18,99,115,1,106.70005699648755,129.80635319909197,132.94193599722348,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_01,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,9,True,task_success,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,10,107,10.879853967999225,1,814,True,107,67,66,40,66,0,0,14,93,106,1,106.23885499808239,129.3578324984992,132.3401689878665,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_02,libero_spatial,2,2,pick up the black bowl from table center and place it on the plate,9,True,task_success,4b393f46412fdced9fdd925e55dddda291b1ba09f5d062d4a63032d43492c003,10,91,10.020212507006363,1,887,True,91,56,55,34,55,0,0,13,78,88,1,109.42588000034448,132.2919109952636,134.39620900317095,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_03,libero_spatial,2,3,pick up the black bowl from table center and place it on the plate,9,True,task_success,d67e69d4f8823bbe8f4e01bbf2aea7eb3a46eb112554106f71dd6b1c953ae6b7,10,104,10.691828824012191,1,960,True,104,65,64,39,64,0,0,15,89,101,1,108.30079950392246,129.8988892995112,133.84324900107458,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_00,libero_spatial,3,0,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,10,102,10.33106131000386,1,1033,True,102,64,63,38,63,0,0,13,89,100,1,106.98973199760076,129.6117200035951,131.89052999950945,
