schema_version,episode_id,pair_id,task_suite,task_id,episode_index,mode,replan_steps,latency_steps,fixed_refresh_interval,query_index,observation_step,response_step,inference_latency_ms,policy_inference_latency_ms,server_inference_latency_ms,injected_latency_steps_requested,injected_latency_steps_executed,action_chunk_steps,accepted,decision,rejection_reasons,position_mismatch_m,orientation_mismatch_rad,gripper_mismatch_linf,error_stage,error_type,error_message
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,0,10,14,18440.825891000713,17948.99283400082,18439.267578,4,4,10,True,accepted_unguarded,,0.00035085086036003613,0.0021789360914152107,0.00028342377370353666,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,1,19,23,82.81507400170085,58.21861599906697,81.51045099657495,4,4,10,True,accepted_unguarded,position_mismatch,0.0445900319421266,0.026845955623289047,0.00013691967045217912,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,2,28,32,82.50585199857596,58.21347700111801,81.43738500075415,4,4,10,True,accepted_unguarded,position_mismatch,0.05229901089931662,0.013213843884468803,8.948883738789382e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,3,37,41,82.92452900059288,58.18597600227804,81.72990700040828,4,4,10,True,accepted_unguarded,position_mismatch,0.06622553670451163,0.02516387116436278,5.9006149929069496e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,4,46,50,82.53258599870605,58.16318199867965,81.41000799878384,4,4,10,True,accepted_unguarded,position_mismatch,0.04419016073762966,0.014590688912416258,4.630637495429968e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,5,55,59,83.81919100065716,58.56189300175174,82.70244899904355,4,4,10,True,accepted_unguarded,position_mismatch,0.048580827856434326,0.033771385021455755,9.079106291937783e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,6,64,68,82.6038970008085,58.303690999309765,81.63147900268086,4,4,10,True,accepted_unguarded,,0.0014584461382357037,0.009286856939845671,0.00016929423643081282,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,7,73,77,81.67947000038112,58.18849199931719,80.72047699897666,4,4,10,True,accepted_unguarded,,0.007853660304616917,0.016755981842487454,0.027400527277588325,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,8,82,86,81.3000859998283,58.21935000130907,80.36534100028803,4,4,10,True,accepted_unguarded,position_mismatch,0.01455812331298629,0.03040815287166861,0.0008371265701717162,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,9,91,95,82.9703529998369,58.26487400190672,81.85033600238967,4,4,10,True,accepted_unguarded,position_mismatch,0.03506706901519489,0.04668619859726597,0.00014265093893622383,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,10,100,104,81.69837999957963,58.146647999819834,80.76209600039874,4,4,10,True,accepted_unguarded,position_mismatch,0.040480621412088066,0.06268312045481002,9.048135779295857e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,11,109,113,81.15959099814063,58.13299500005087,80.24966599987238,4,4,10,True,accepted_unguarded,position_mismatch,0.03763289639974586,0.029150957363444696,0.018919152366498486,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,12,118,122,81.76133199958713,58.11505499877967,80.87283100030618,4,4,10,True,accepted_unguarded,position_mismatch,0.046519890421191756,0.04627325193493443,0.0005778789516056107,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,13,127,131,80.99664299879805,58.10689700228977,80.07252199968207,4,4,10,True,accepted_unguarded,,0.007770406973005368,0.0237302247611997,0.00016448487602185174,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,14,136,140,83.62806999866734,58.53524100166396,82.53988000069512,4,4,10,True,accepted_unguarded,position_mismatch,0.011785938779593741,0.029629443462297317,0.0014626564782023316,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,15,145,149,83.05273199948715,58.44748999879812,81.90595900305198,4,4,10,True,accepted_unguarded,position_mismatch,0.03397874546781202,0.05987178195477705,0.00015603500866900877,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,16,154,158,82.74820299993735,58.34866800068994,81.66389300095034,4,4,10,True,accepted_unguarded,position_mismatch,0.028466748114635558,0.009293649752484473,0.00010134212193706887,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,17,163,167,82.60016900021583,58.2989569993515,81.5653019999445,4,4,10,True,accepted_unguarded,,0.0036902435589466595,0.03270389590587919,0.004090743009671029,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,18,172,176,81.7470210022293,58.22499900023104,80.72669700050028,4,4,10,True,accepted_unguarded,position_mismatch,0.014843104644017188,0.013884757270162154,0.011930544810957604,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,19,181,185,81.63126400177134,58.163763002085034,80.65751300091506,4,4,10,True,accepted_unguarded,position_mismatch,0.02298020607379495,0.036129529231701964,0.01846609949750626,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,20,190,194,82.28790300199762,58.33424500087858,81.29074200041941,4,4,10,True,accepted_unguarded,position_mismatch,0.01723261570900196,0.030213071477684168,0.00032924168374770426,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,21,199,203,81.62855599948671,58.22144199919421,80.72999500291189,4,4,10,True,accepted_unguarded,position_mismatch,0.040977574545946145,0.030246843309326275,0.017989122646482798,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,22,208,212,81.25164400189533,58.17189800291089,80.3902730003756,4,4,10,True,accepted_unguarded,,0.004251427689692584,0.07611149838020481,0.004101332460692879,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,23,217,221,81.72086999911699,58.12117599998601,80.83721499860985,4,4,10,True,accepted_unguarded,position_mismatch,0.014374796764163407,0.02554154799812402,0.00035193203450701455,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,async_unguarded,5,4,,24,226,230,81.20561300165718,58.129778000875376,80.33557099770405,4,4,10,False,step_budget_exhausted_during_delay,,0.012421715939454389,0.019112986704070856,0.0001281287460745753,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,0,10,14,82.2532889978902,58.26535199958016,80.99262000177987,4,4,10,True,accepted_latency_aligned,,0.00035085086036003613,0.0021789360914152107,0.00028342377370353666,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,1,19,23,81.24807200147188,58.2057609972253,80.32869800081244,4,4,10,True,accepted_latency_aligned,position_mismatch,0.04996357332004338,0.018852177667267513,0.00013275112502331154,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,2,28,32,81.31182699798956,58.14853700212552,80.43856500080437,4,4,10,True,accepted_latency_aligned,position_mismatch,0.06210907528113557,0.01633446409489918,8.608248635235544e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,3,37,41,83.83128499917802,58.26381000224501,82.70981199893868,4,4,10,True,accepted_latency_aligned,position_mismatch,0.04962593856481525,0.018587995939240223,5.818766599589159e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,4,46,50,83.74460900085978,58.29462399924523,82.6194100009161,4,4,10,True,accepted_latency_aligned,position_mismatch,0.017192070718661596,0.014342984318515896,0.018932937712442692,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,5,55,59,81.19086700025946,58.14025899962871,80.25689499845612,4,4,10,True,accepted_latency_aligned,position_mismatch,0.02363056614374305,0.037275283481485136,0.0005160156409069656,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,6,64,68,81.36595500036492,58.19089599754079,80.29563699892606,4,4,10,True,accepted_latency_aligned,position_mismatch,0.011928402656969856,0.06089592159083426,0.000139302586056786,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,7,73,77,81.6604119972908,58.16864300140878,80.68488799835905,4,4,10,True,accepted_latency_aligned,position_mismatch,0.062460594655799326,0.03774381562853068,0.018641101414848184,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_047__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_047/h_05/l_004,libero_spatial,0,47,latency_aligned,5,4,,8,82,86,80.89618700250867,58.12501199761755,79.90362299824483,4,4,10,True,accepted_latency_aligned,,0.004666057623805992,0.08983411486337112,0.01765066236691066,,,
