schema_version,case_id,source_case_id,selection_index,source_row_index,scenario,profile,source_chunk_horizon,certification_horizon,response_action_sha256,input_window_sha256,supervision_budget_ms,base_response_age_ms,activation_response_age_ms,supervisor_latency_ms,assurance_worker_latency_ms,qp_latency_ms,continuous_collision_latency_ms,dynamics_braking_latency_ms,fallback_brake_latency_ms,status,reason,supervisor_status,failure_stage,candidate_complete,candidate_action_count,published_action_count,policy_actions_executable,partial_window_exposed,all_or_none_window_publication,source_chunk_prefix_published,assurance_worker_thread_separate,fallback_validated,qp_feasible,qp_intervention_steps,joint_position_violation_steps,joint_velocity_violation_steps,joint_acceleration_violation_steps,continuous_edges_checked,continuous_unsafe_edges,continuous_indeterminate_edges,braking_boundaries_checked,braking_invalid_boundaries,all_registered_constraints_satisfied,unsafe_window_published,software_budget_exceeded,response_deadline_exceeded,broad_phase_pair_tests,broad_phase_pruned_pairs,broad_phase_exact_pair_evaluations,broad_phase_prune_rate,safe_configuration_cache_hits,persistent_qp_solve_calls,persistent_brake_validation_calls
armbench.pi05_windowed_cpu_replay.v1,row_00763__free_space__direct_dispatch__full_chunk_h10,row_00763__free_space__direct_dispatch,0,763,free_space,full_chunk_h10,10,10,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.75407699757488,135.7540769975003,20.868599999971593,15.99999999996271,1.7320999999128617,9.134399999993548,9.58780000007664,0.29110000002674496,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,14553,13894,659,0.9547172404315262,18,10,5
armbench.pi05_windowed_cpu_replay.v1,row_00763__single_block__direct_dispatch__full_chunk_h10,row_00763__single_block__direct_dispatch,0,763,single_block,full_chunk_h10,10,10,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,102.52607700385852,117.52607700384488,21.278299999949013,14.999999999986358,2.2634999999127103,18.125199999985853,0.0,0.7765000000290456,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,2210,2130,80,0.9638009049773756,3,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00763__narrow_gate__direct_dispatch__full_chunk_h10,row_00763__narrow_gate__direct_dispatch,0,763,narrow_gate,full_chunk_h10,10,10,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.48747699754313,134.48747699760588,23.292200000014418,31.000000000062755,5.753299999923911,16.47179999997661,0.0,0.7718999999042353,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,9720,9434,286,0.9705761316872428,7,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00458__free_space__direct_dispatch__full_chunk_h10,row_00458__free_space__direct_dispatch,1,458,free_space,full_chunk_h10,10,10,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.58776900765952,114.58776900758494,27.48159999998734,31.99999999992542,5.968400000028851,19.63269999998829,0.0,1.7391000000088752,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,4851,4646,205,0.9577406720263864,5,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00458__single_block__direct_dispatch__full_chunk_h10,row_00458__single_block__direct_dispatch,1,458,single_block,full_chunk_h10,10,10,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.50796900392743,97.50796900402747,20.930299999918134,15.000000000100044,3.292699999974502,16.87379999998484,0.0,0.6634999999732827,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6970,6654,316,0.9546628407460546,6,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00458__narrow_gate__direct_dispatch__full_chunk_h10,row_00458__narrow_gate__direct_dispatch,1,458,narrow_gate,full_chunk_h10,10,10,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,83.1604690029053,115.16046900283072,24.71730000002026,31.99999999992542,2.605700000003708,20.66339999998945,0.0,1.2862999999470048,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,10584,10249,335,0.9683484504913077,7,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00222__free_space__direct_dispatch__full_chunk_h10,row_00222__free_space__direct_dispatch,2,222,free_space,full_chunk_h10,10,10,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.54230199957965,202.5423019996424,27.608299999997143,31.000000000062755,1.5024000000494198,24.89700000000994,0.0,1.1140999999952328,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,9555,9098,457,0.9521716378859236,8,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00222__single_block__direct_dispatch__full_chunk_h10,row_00222__single_block__direct_dispatch,2,222,single_block,full_chunk_h10,10,10,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.895202001906,202.89520200185507,29.533899999933055,30.99999999994907,3.059200000052442,24.855399999978545,0.0,1.496800000040821,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,11390,10791,599,0.9474100087796312,6,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00222__narrow_gate__direct_dispatch__full_chunk_h10,row_00222__narrow_gate__direct_dispatch,2,222,narrow_gate,full_chunk_h10,10,10,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.71460199460853,186.71460199470857,13.625400000023546,0.0,2.319800000009309,10.919100000023718,0.0,0.2901000000292697,hold,continuous_edge_rejected:collision:static:gate_upper:link6,hold,continuous_collision,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,3,0,10,5,False,False,False,False,10800,10310,485,0.9546296296296296,8,10,1
armbench.pi05_windowed_cpu_replay.v1,row_01467__free_space__direct_dispatch__full_chunk_h10,row_01467__free_space__direct_dispatch,3,1467,free_space,full_chunk_h10,10,10,0d05a20d8a90b30eac6e6dfc2e65c5d447cb062d06863c48db1367dbdc8d27af,4f17f5dfea4ea95c98fd42f459cd72d84c6d64fa6c129fbeb17b753364002cf1,20.0,92.3235240043141,123.32352400437685,23.234999999999673,31.000000000062755,2.8819000000339656,16.121300000008887,3.1375999999454507,0.9936999999808904,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,10143,9716,427,0.9579020013802623,12,10,2
