scenario,sample,exact_mesh_collision,capsule_collision,outcome,q1,q2,q3,q4,q5,q6,q7
single_block,0,False,False,true_safe,1.484956932737688,-0.32588841938224244,0.3645642741497306,-2.8545948767581266,-0.4658451287836103,2.9717615472593244,1.8378115828255894
single_block,1,False,False,true_safe,-0.20098237220779724,-1.152228791812277,-1.5855844577132399,-1.957784250819032,0.2834646385332791,2.427107883505123,-2.2996902677518447
single_block,2,False,False,true_safe,-0.5342497898692886,-1.1969558607892856,-0.14642898612851285,-1.2314949099333414,-2.5987407965860356,0.6446949043411573,1.3400619703543524
single_block,3,False,False,true_safe,-2.499410997573537,-0.4677414201959773,0.9862728913046901,-1.6461810926013594,1.9269865924632579,2.6297462502390783,0.35664023695474434
single_block,4,False,False,true_safe,2.314359789191275,-0.28637418616997223,-1.2943334703858491,-0.20539047739074467,2.6838851444435057,1.2735738739356337,-0.1503481439345098
single_block,5,False,False,true_safe,-0.014652571979349993,-0.26174302854871745,1.7495318458037334,-2.866941395714278,2.8428511330516284,1.0458278678611679,0.3039560262918095
single_block,6,False,False,true_safe,0.23879553711720192,0.19195788897624833,0.6135264342480151,-1.8678916352602257,0.843608928699334,2.6270753163173026,-2.840799821896145
single_block,7,False,False,true_safe,1.8786244521297406,1.6618886495073757,-2.5255358989005057,-0.8634403684406111,1.3770835151996663,3.017379862391938,0.6075387100822285
single_block,8,False,False,true_safe,-2.293719233423359,0.614444835227983,2.5790537226370476,-1.253335303135475,-2.763243468792675,1.7233529624939083,-1.6668234866703213
single_block,9,False,False,true_safe,0.570984545051394,-0.4049033646080187,0.8260871136497197,-1.858802284766479,-2.655706116969049,0.9484026808446063,-0.7264266771329222
single_block,10,False,False,true_safe,-0.524458720081554,-0.19317022738761125,-1.0485609063624477,-1.762827875372844,1.392927355091079,2.990629023908368,-2.5743774807317727
single_block,11,True,True,true_collision,-1.2090476803435644,1.0826072849119965,1.9439445188210809,-1.9636909624623677,2.239571073397108,0.9308447650931568,-2.594274921838452
single_block,12,False,False,true_safe,-2.513439724955572,-0.2660205558374056,2.063463913549867,-2.9202924996972466,0.436163160473396,0.3129494164906611,1.924099144337624
single_block,13,False,False,true_safe,1.359855207628216,1.60583096002933,2.4646468643309967,-2.790409572208208,-2.6691469666511436,3.040491344480114,0.18399065298468242
single_block,14,False,False,true_safe,0.4041732823217479,0.05001700102266837,2.848785793507241,-2.024248365600812,-0.4080442879284232,0.5963328359452479,-0.25304819590229144
single_block,15,False,False,true_safe,0.2611366662475789,0.05967044362488405,-0.9355242678017499,-0.8143985261502893,-2.4136955554740642,1.1939680519133808,-1.9937685787699586
single_block,16,False,False,true_safe,-2.4133885474121497,-1.1122089500561483,-0.21637181064692879,-0.560123701969506,0.7966994447216269,2.3720769865549554,-1.2040778473945837
single_block,17,False,False,true_safe,-0.701169253350546,1.3413258694123038,2.1118042289992967,-2.5423459293725634,2.500854301838499,3.2842765934803877,-1.6478788547201435
single_block,18,False,False,true_safe,2.17321547800046,-1.6253405950987063,0.030725014360739156,-2.4660725805160486,-0.5361598002606431,1.2799863227489385,1.3546880234692362
single_block,19,False,False,true_safe,1.3870331008462888,-1.640262686378331,2.792708638033593,-2.005712335729435,-2.3173439159755866,0.638533059541857,2.230776814441215
single_block,20,False,False,true_safe,-2.1775438981634583,0.32427432081147556,-1.1493031677745311,-0.30270354945493994,-2.3491582903003954,0.5287901891499442,0.5148420869237613
single_block,21,False,False,true_safe,1.885271827632542,-0.5753583940607951,1.2724334043777152,-2.5033888144500103,-0.45471993965004787,3.1677872015764663,-1.6091512017846388
single_block,22,False,False,true_safe,1.4630754999796882,0.7812688093256699,-0.7953629688904535,-1.284670708600238,-1.8000666852078844,0.1251028180510107,1.4600341003634871
single_block,23,False,False,true_safe,0.7589386260693658,-0.5737283050397777,0.8981461949116465,-1.958641054466523,-1.512538578456166,1.8016931384895813,-0.869399144095083
single_block,24,False,False,true_safe,2.383868938151726,-0.9388195013003744,0.7005623037466657,-1.7611459036753214,-1.2511292875631654,1.224815175143081,1.1853567876284035
single_block,25,False,False,true_safe,0.4260419252429828,0.6177910587814921,1.000335940123525,-0.7363604485141799,-2.4651251288110574,0.5265600787829292,-2.431955324369636
single_block,26,False,False,true_safe,-1.599180439199301,-0.43689186320733775,2.5970899876625526,-0.409460916699973,2.444083965360232,2.7011659963930352,1.4065822461155872
single_block,27,False,False,true_safe,2.3337516740265927,-1.240960817582018,-1.8437692142162145,-1.72266145464788,-2.30971722157925,0.8453231921934224,1.8267172076197196
single_block,28,False,False,true_safe,-1.9621345873129767,1.1008681634054303,-0.5005556336665098,-1.349916657370125,-1.883218517934075,3.7322687312723266,-0.6661803243977986
single_block,29,False,False,true_safe,1.0986241376083998,-0.23037872052637764,-0.0048539146095487595,-1.0948097865198791,1.3705168665559913,3.609491126363693,-2.64639674250167
single_block,30,False,False,true_safe,0.7695205485690733,-0.635401349237589,1.4193255241689937,-2.881362549699825,-1.4057732602613011,1.8608657871649708,-1.6867054610916763
single_block,31,False,False,true_safe,2.7746685157647897,0.0480662749831382,-1.5393253331642804,-0.30661380607345023,-1.038959317529432,2.6691795420257987,0.8274262930161349
single_block,32,False,False,true_safe,-0.5172674367305929,-0.5048811051730955,-0.10471488154129815,-0.3729255968598597,-1.1661769557235517,2.3746626805318796,2.421005320542528
single_block,33,False,False,true_safe,1.7076571134749101,0.2857105286188606,-0.7495921011161659,-1.2771187389432794,-1.2921577851640447,1.249581811730855,1.258567671993036
single_block,34,False,False,true_safe,-0.3246190736520904,-1.181777162990105,1.8565799605017577,-0.1563578260819276,-1.3060951276466615,1.3919383335795716,-1.727024498468987
single_block,35,False,False,true_safe,-0.40677038840335866,1.1152685813493965,-1.6078785710240528,-2.3822935631997297,2.4386326005091106,1.4417463461945765,1.7641504868956264
single_block,36,False,False,true_safe,1.6307704138019923,-1.6503490967937593,1.296503824207496,-2.480300742092359,-2.3408628979859163,0.9779288019486609,0.0189182588894643
single_block,37,False,False,true_safe,-0.1268601165012262,-0.5007915387813924,-0.49668774526329784,-1.3287425938665278,0.5789148791802075,1.0558373688374534,1.1612983156723158
single_block,38,False,False,true_safe,-0.5764499113014461,-1.0542482057637907,-0.6296122682606833,-2.64169628251243,-2.6401329625616574,1.825888780262872,2.850048508200944
single_block,39,False,False,true_safe,0.9765786715910663,-0.7261357400217643,-1.0786558622934,-2.030770048055251,1.83553793248548,1.3900973368045264,-2.391146135259441
single_block,40,False,False,true_safe,2.8194052174801487,1.559204982460555,-1.5281524101684254,-0.2891438747611117,-0.3284192715069829,0.4612680916421741,2.6824454553097046
single_block,41,False,False,true_safe,-1.2939921211030763,0.38970054863761305,-2.205768304435257,-1.2314243168900731,-1.6617550625944502,2.2440950506349604,0.6457584890299772
