schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_04,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,10,68,13.76603095298924,1,159,True,68,42,41,25,41,0,0,11,57,66,1,108.14293200382963,130.2467009954853,131.78148699807934,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_05,libero_spatial,0,5,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,a02a6f3f78646a8aebf5c7f992587f813845a963ea2937c77e76b0e7c559ed60,10,69,8.844259154997417,1,232,True,69,43,42,25,42,0,0,10,59,66,1,108.21196849428816,129.29068304802058,132.425694988342,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_06,libero_spatial,0,6,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,13cefaeb7cbe5564bb1420fe55fbde3b8a60a9d382517639b05ad247fce3044d,10,77,9.238239023994538,1,305,True,77,48,47,28,47,0,0,11,66,75,1,107.45060599583667,128.6012989061419,131.41261499549728,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_07,libero_spatial,0,7,pick up the black bowl between the plate and the ramekin and place it on the plate,7,True,task_success,2f10b6cf2b4012897a30a4696147807976c704627578a527b88a53474db0fe23,10,81,9.54119412599539,1,378,True,81,51,50,30,50,0,0,11,70,80,1,108.53818650502944,131.5850113540364,135.7722550019389,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_04,libero_spatial,1,4,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,203e4b51ca33cdd04c89727d41bfa267c945523a96e45584ce703e278c548219,10,113,11.122816026996588,1,451,True,113,71,70,42,70,0,0,15,98,110,1,107.85327999474248,130.01923785050167,132.88390199886635,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_05,libero_spatial,1,5,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,10,107,10.763537057995563,1,524,True,107,67,66,40,66,0,0,16,91,104,1,108.77690299821552,130.02278075146023,132.297620002646,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_06,libero_spatial,1,6,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,10,122,11.582163172992296,1,597,True,122,76,75,45,75,0,0,17,105,118,1,107.89770301198587,128.84704909374705,132.33404900529422,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_07,libero_spatial,1,7,pick up the black bowl next to the ramekin and place it on the plate,7,True,task_success,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,10,120,11.384555706987157,1,670,True,120,73,72,46,72,0,0,20,100,117,1,109.2624614975648,131.34310565365013,134.85586100432556,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_04,libero_spatial,2,4,pick up the black bowl from table center and place it on the plate,7,True,task_success,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,10,108,10.97024374800094,1,743,True,108,65,64,42,64,0,0,21,87,104,1,115.21920499217231,136.40861340099946,140.13370699831285,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_05,libero_spatial,2,5,pick up the black bowl from table center and place it on the plate,7,True,task_success,c6bcd2b35367b0546114f8b92c6acd01a614a1756bd3fa34e775f7414ed13949,10,176,14.283612901999732,1,816,True,176,105,104,70,104,0,0,34,142,174,1,111.53956250200281,132.78110479586758,136.65074000891764,
