schema_version,case_id,source_case_id,selection_index,source_row_index,scenario,profile,source_chunk_horizon,certification_horizon,response_action_sha256,input_window_sha256,supervision_budget_ms,base_response_age_ms,activation_response_age_ms,supervisor_latency_ms,assurance_worker_latency_ms,qp_latency_ms,continuous_collision_latency_ms,dynamics_braking_latency_ms,fallback_brake_latency_ms,status,reason,supervisor_status,failure_stage,candidate_complete,candidate_action_count,published_action_count,policy_actions_executable,partial_window_exposed,all_or_none_window_publication,source_chunk_prefix_published,assurance_worker_thread_separate,fallback_validated,qp_feasible,qp_intervention_steps,joint_position_violation_steps,joint_velocity_violation_steps,joint_acceleration_violation_steps,continuous_edges_checked,continuous_unsafe_edges,continuous_indeterminate_edges,braking_boundaries_checked,braking_invalid_boundaries,all_registered_constraints_satisfied,unsafe_window_published,software_budget_exceeded,response_deadline_exceeded,broad_phase_pair_tests,broad_phase_pruned_pairs,broad_phase_exact_pair_evaluations,broad_phase_prune_rate,safe_configuration_cache_hits,persistent_qp_solve_calls,persistent_brake_validation_calls
armbench.pi05_windowed_cpu_replay.v1,row_00763__free_space__direct_dispatch__full_chunk_h10,row_00763__free_space__direct_dispatch,0,763,free_space,full_chunk_h10,10,10,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.75407699757488,134.75407699752395,23.929400000042733,14.999999999986358,11.042099999940547,10.278099999936785,0.0,1.9859999999880529,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,1911,1837,74,0.9612768184196756,3,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00763__single_block__direct_dispatch__full_chunk_h10,row_00763__single_block__direct_dispatch,0,763,single_block,full_chunk_h10,10,10,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,102.52607700385852,149.52607700388398,26.97760000000926,30.99999999994907,8.219400000029964,15.611899999953494,0.0,2.891599999998107,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,2210,2130,80,0.9638009049773756,3,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00763__narrow_gate__direct_dispatch__full_chunk_h10,row_00763__narrow_gate__direct_dispatch,0,763,narrow_gate,full_chunk_h10,10,10,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.48747699754313,134.48747699760588,29.219000000011874,31.000000000062755,8.231399999999667,19.233299999996234,0.0,1.5614999999797874,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,4536,4410,126,0.9722222222222222,4,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00458__free_space__direct_dispatch__full_chunk_h10,row_00458__free_space__direct_dispatch,1,458,free_space,full_chunk_h10,10,10,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.58776900765952,113.58776900760859,25.866899999982707,30.99999999994907,8.712600000080784,15.458200000011857,0.0,1.3335999999526393,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,3675,3526,149,0.9594557823129252,4,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00458__single_block__direct_dispatch__full_chunk_h10,row_00458__single_block__direct_dispatch,1,458,single_block,full_chunk_h10,10,10,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.50796900392743,113.50796900399018,24.956399999950918,15.99999999996271,8.714299999951436,15.155800000002273,0.0,0.9287999999969543,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,2890,2771,119,0.9588235294117647,3,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00458__narrow_gate__direct_dispatch__full_chunk_h10,row_00458__narrow_gate__direct_dispatch,1,458,narrow_gate,full_chunk_h10,10,10,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,83.1604690029053,114.16046900296806,25.072700000009718,31.000000000062755,22.545800000102645,0.0,0.0,1.7609000000220476,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,216,211,5,0.9768518518518519,0,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00222__free_space__direct_dispatch__full_chunk_h10,row_00222__free_space__direct_dispatch,2,222,free_space,full_chunk_h10,10,10,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.54230199957965,202.54230199952872,28.56289999999717,30.99999999994907,6.735700000035649,20.302300000025753,0.0,1.3979000000290398,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,3675,3519,156,0.9575510204081633,4,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00222__single_block__direct_dispatch__full_chunk_h10,row_00222__single_block__direct_dispatch,2,222,single_block,full_chunk_h10,10,10,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.895202001906,218.89520200193147,32.619399999930465,31.000000000062755,11.990599999990081,16.677799999911258,0.0,3.749799999923198,hold,response_deadline_exceeded_during_supervision,hold,deadline,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,2890,2753,137,0.9525951557093426,3,10,1
armbench.pi05_windowed_cpu_replay.v1,row_00222__narrow_gate__direct_dispatch__full_chunk_h10,row_00222__narrow_gate__direct_dispatch,2,222,narrow_gate,full_chunk_h10,10,10,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.71460199460853,202.7146019945576,26.91560000005211,30.99999999994907,9.947600000032253,15.072899999950096,0.0,1.65720000006786,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,3,0,10,5,False,False,True,True,3672,3554,118,0.9678649237472767,3,10,1
armbench.pi05_windowed_cpu_replay.v1,row_01467__free_space__direct_dispatch__full_chunk_h10,row_01467__free_space__direct_dispatch,3,1467,free_space,full_chunk_h10,10,10,0d05a20d8a90b30eac6e6dfc2e65c5d447cb062d06863c48db1367dbdc8d27af,4f17f5dfea4ea95c98fd42f459cd72d84c6d64fa6c129fbeb17b753364002cf1,20.0,92.3235240043141,123.32352400426316,26.2284999998883,30.99999999994907,10.959400000047026,10.118400000010297,0.0,4.885400000034679,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,False,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,2793,2684,109,0.9609738632295023,4,10,1
