schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_00,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,8,False,max_ticks,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,10,220,21.24804147600662,1,157,True,220,138,137,81,137,0,0,162,58,218,1,107.3013919958612,130.2750083967112,138.69869901100174,videos/libero_spatial__task_000__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_01,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,8,False,max_ticks,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,10,220,16.47710584399465,1,321,True,220,138,137,81,137,0,0,163,57,215,1,107.36373899271712,129.75612159934826,133.1463769893162,videos/libero_spatial__task_000__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_02,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,8,False,max_ticks,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,10,220,16.519388179003727,1,438,True,220,138,137,82,137,0,0,163,57,218,1,107.26454701216426,130.33871999941766,133.79784500284586,videos/libero_spatial__task_000__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_03,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,8,False,max_ticks,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,10,220,16.52603211099631,1,555,True,220,138,137,82,137,0,0,159,61,219,1,109.77970900421496,131.6978098009713,132.8385340020759,videos/libero_spatial__task_000__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_00,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,8,False,max_ticks,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,10,220,16.433822306004004,1,672,True,220,138,137,81,137,0,0,163,57,217,1,106.58804400009103,130.34458820766304,133.3054439892294,videos/libero_spatial__task_001__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_01,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,8,False,max_ticks,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,10,220,16.546288661993458,1,789,True,220,138,137,81,137,0,0,162,58,215,1,107.41040199354757,129.1054681991227,131.62742400891148,videos/libero_spatial__task_001__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_02,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,8,False,max_ticks,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,10,220,16.59377461000986,1,906,True,220,138,137,82,137,0,0,162,58,218,1,107.2920770093333,129.6936020051362,133.25403600174468,videos/libero_spatial__task_001__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_03,libero_spatial,1,3,pick up the black bowl next to the ramekin and place it on the plate,8,False,max_ticks,c3293281c61471554a1ffa63ff56fb493c61e5fa5d46e84e054c8f0b5d602651,10,220,16.453197590002674,1,1023,True,220,138,137,82,137,0,0,164,56,218,1,110.13730200647842,131.71025620831642,133.02533600653987,videos/libero_spatial__task_001__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_00,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,8,False,max_ticks,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,10,220,16.414185244007967,1,1140,True,220,138,137,81,137,0,0,163,57,216,1,107.42856700380798,130.59221500589047,132.2832949954318,videos/libero_spatial__task_002__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_01,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,8,False,max_ticks,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,10,220,16.50887841799704,1,1257,True,220,138,137,81,137,0,0,160,60,217,1,107.05936599697452,129.8859429982258,132.22795601177495,videos/libero_spatial__task_002__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_02,libero_spatial,2,2,pick up the black bowl from table center and place it on the plate,8,False,max_ticks,4b393f46412fdced9fdd925e55dddda291b1ba09f5d062d4a63032d43492c003,10,220,16.50227680199896,1,1374,True,220,138,137,81,137,0,0,161,59,217,1,108.13166199659463,130.04794899898116,133.1163220020244,videos/libero_spatial__task_002__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_03,libero_spatial,2,3,pick up the black bowl from table center and place it on the plate,8,False,max_ticks,d67e69d4f8823bbe8f4e01bbf2aea7eb3a46eb112554106f71dd6b1c953ae6b7,10,220,16.320380938996095,1,1491,True,220,137,136,82,136,0,0,164,56,218,1,108.50455750187393,129.98042824983713,133.50358000025153,videos/libero_spatial__task_002__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_00,libero_spatial,3,0,pick up the black bowl on the cookie box and place it on the plate,8,False,max_ticks,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,10,220,16.381205362995388,1,1608,True,220,138,137,81,137,0,0,160,60,213,1,107.85570699954405,129.58857119083405,131.3590289937565,videos/libero_spatial__task_003__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_01,libero_spatial,3,1,pick up the black bowl on the cookie box and place it on the plate,8,False,max_ticks,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,10,220,16.574130024993792,1,1725,True,220,138,137,81,137,0,0,161,59,218,1,106.28181199717801,129.13872079807334,133.3312609931454,videos/libero_spatial__task_003__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_02,libero_spatial,3,2,pick up the black bowl on the cookie box and place it on the plate,8,False,max_ticks,7e46eb0926b19da8520a12aa89a2137d9e4603b4a97ec83da200dc73c63f9dfb,10,220,16.494023125007516,1,1842,True,220,138,137,81,137,0,0,162,58,215,1,106.36422999959905,129.51772019732744,132.77554999513086,videos/libero_spatial__task_003__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_03,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,8,False,max_ticks,a93982cfb7190095b7b03108be7ca4828a77f649509bde23d7bc535c91a75189,10,220,16.483409141001175,1,1959,True,220,138,137,81,137,0,0,163,57,216,1,108.60735000460409,131.3047541974811,132.61925900587812,videos/libero_spatial__task_003__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_00,libero_spatial,4,0,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,8,False,max_ticks,1bec82314760dc1015377b8cebf3627af0020e1c7ce928989a7d6fdc8679649a,10,220,16.50373942599981,1,2076,True,220,139,138,81,138,0,0,160,60,219,1,107.42979049973655,128.991892196791,131.63298700237647,videos/libero_spatial__task_004__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_01,libero_spatial,4,1,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,8,False,max_ticks,edb02423af27fd85edc08731a8438e5f3de8dd2454592461a4a8824a3c2db194,10,220,16.612908519993653,1,2193,True,220,138,137,82,137,0,0,160,60,218,1,108.07356500299647,130.2823126054136,133.19697399856523,videos/libero_spatial__task_004__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_02,libero_spatial,4,2,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,8,False,max_ticks,f8a2dbb1a987b5a79f5a64914ea62ff0563800c668fbe3e3e8bc5bfc0598a5de,10,220,16.548325019000913,1,2310,True,220,138,137,81,137,0,0,161,59,217,1,105.70448399812449,128.75795160944108,134.0519559889799,videos/libero_spatial__task_004__episode_02.mp4
