schema_version,case_id,source_case_id,selection_index,source_row_index,scenario,profile,response_action_sha256,input_action_sha256,supervision_budget_ms,base_response_age_ms,activation_response_age_ms,supervisor_latency_ms,assurance_worker_latency_ms,qp_latency_ms,continuous_collision_latency_ms,dynamics_braking_latency_ms,fallback_brake_latency_ms,status,reason,supervisor_status,failure_stage,candidate_complete,candidate_action_count,published_action_count,policy_actions_executable,partial_prefix_exposed,all_or_none_publication,assurance_worker_thread_separate,fallback_validated,qp_feasible,qp_intervention_steps,joint_position_violation_steps,joint_velocity_violation_steps,joint_acceleration_violation_steps,continuous_edges_checked,continuous_unsafe_edges,continuous_indeterminate_edges,braking_boundaries_checked,braking_invalid_boundaries,all_registered_constraints_satisfied,unsafe_plan_published,software_budget_exceeded,response_deadline_exceeded,broad_phase_pair_tests,broad_phase_pruned_pairs,broad_phase_exact_pair_evaluations,broad_phase_prune_rate,safe_configuration_cache_hits,persistent_qp_solve_calls,persistent_brake_validation_calls
armbench.pi05_optimized_cpu_replay.v1,row_00763__free_space__direct_dispatch__operational_20ms,row_00763__free_space__direct_dispatch,0,763,free_space,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.75407699757488,119.75407700083451,20.562500001688022,16.00000000325963,1.8023000011453405,15.353799994045403,3.0262000000220723,0.2884999994421378,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,11025,10545,480,0.9564625850340136,14,10,3
armbench.pi05_optimized_cpu_replay.v1,row_00763__single_block__direct_dispatch__operational_20ms,row_00763__single_block__direct_dispatch,0,763,single_block,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,102.52607700385852,133.5260769992601,23.81250000325963,30.999999995401595,1.8305999983567744,11.157200002344325,10.39160000073025,0.3515999997034669,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,16830,16153,677,0.9597742127153892,18,10,5
armbench.pi05_optimized_cpu_replay.v1,row_00763__narrow_gate__direct_dispatch__operational_20ms,row_00763__narrow_gate__direct_dispatch,0,763,narrow_gate,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.48747699754313,134.48747699294472,23.369299997284543,30.999999995401595,1.8850000051315874,9.590199995727744,11.50690000213217,0.2882000044337474,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,21384,20715,669,0.9687149270482603,18,10,5
armbench.pi05_optimized_cpu_replay.v1,row_00458__free_space__direct_dispatch__operational_20ms,row_00458__free_space__direct_dispatch,1,458,free_space,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.58776900765952,113.58776901033707,23.994999995920807,31.000000002677552,2.8099999981350265,9.947200000169687,10.873900006117765,0.28870000096503645,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,15141,14401,740,0.9511260815005614,18,10,5
armbench.pi05_optimized_cpu_replay.v1,row_00458__single_block__direct_dispatch__operational_20ms,row_00458__single_block__direct_dispatch,1,458,single_block,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.50796900392743,113.50796900660498,24.910200001613703,31.000000002677552,1.7824000024120323,11.862499995913822,10.84640000044601,0.33689999690977857,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,17510,16643,867,0.9504854368932039,18,10,5
armbench.pi05_optimized_cpu_replay.v1,row_00458__narrow_gate__direct_dispatch__operational_20ms,row_00458__narrow_gate__direct_dispatch,1,458,narrow_gate,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,83.1604690029053,114.16046900558285,23.259600005985703,31.000000002677552,1.8319000009796582,11.44159999967087,9.636200004024431,0.2873999983421527,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,22248,21475,773,0.9652553038475369,18,10,5
armbench.pi05_optimized_cpu_replay.v1,row_00222__free_space__direct_dispatch__operational_20ms,row_00222__free_space__direct_dispatch,2,222,free_space,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.54230199957965,203.54230199882295,21.074800002679694,15.999999995983671,2.2485000008600764,15.609900001436472,2.7905999959330074,0.3045999983442016,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,14553,13869,684,0.9529993815708101,12,10,2
armbench.pi05_optimized_cpu_replay.v1,row_00222__single_block__direct_dispatch__operational_20ms,row_00222__single_block__direct_dispatch,2,222,single_block,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.895202001906,202.89520200458355,21.328800001356285,16.00000000325963,2.131000001099892,17.971100001886953,0.0,1.1152000006404705,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,16830,15947,883,0.947534165181224,7,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00222__narrow_gate__direct_dispatch__operational_20ms,row_00222__narrow_gate__direct_dispatch,2,222,narrow_gate,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.71460199460853,202.71460199728608,17.402400000719354,16.00000000325963,4.736700000648852,12.196099996799603,0.0,0.3648999991128221,hold,continuous_edge_rejected:collision:static:gate_upper:link6,hold,continuous_collision,True,10,0,False,False,True,True,True,True,10,0,0,0,10,3,0,10,5,False,False,False,True,10800,10310,485,0.9546296296296296,8,10,1
armbench.pi05_optimized_cpu_replay.v1,row_01467__free_space__direct_dispatch__operational_20ms,row_01467__free_space__direct_dispatch,3,1467,free_space,operational_20ms,0d05a20d8a90b30eac6e6dfc2e65c5d447cb062d06863c48db1367dbdc8d27af,4f17f5dfea4ea95c98fd42f459cd72d84c6d64fa6c129fbeb17b753364002cf1,20.0,92.3235240043141,123.32352400699165,25.130799993348774,31.000000002677552,2.252899997984059,11.534299999766517,10.218000003078487,0.8629000003566034,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,11025,10566,459,0.9583673469387755,16,10,4
