schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_00,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,10,220,21.12890844100184,1,153,True,220,138,137,81,0,0,137,220,0,219,1,105.806127001415,129.22040959529113,131.73275599547196,videos/libero_spatial__task_000__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_01,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,10,220,16.45021939399885,1,317,True,220,138,137,82,0,0,137,220,0,217,1,108.28492900327547,129.58701419702265,132.75552399863955,videos/libero_spatial__task_000__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_02,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,10,220,16.45713159799925,1,434,True,220,138,137,82,0,0,137,220,0,216,1,106.72314499970526,129.89163179736352,132.1381259986083,videos/libero_spatial__task_000__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_03,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,7,False,max_ticks,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,10,220,16.537445688001753,1,551,True,220,137,136,82,0,0,136,220,0,216,1,108.51681000349345,130.01935250031238,135.55661999998847,videos/libero_spatial__task_000__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_00,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,10,220,16.444499143006396,1,668,True,220,138,137,82,0,0,137,220,0,218,1,107.96885300078429,129.33746179623995,134.63617100205738,videos/libero_spatial__task_001__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_01,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,10,220,16.472381013001723,1,785,True,220,138,137,81,0,0,137,220,0,217,1,106.45559299882734,127.80681740114231,131.48562100104755,videos/libero_spatial__task_001__episode_01.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_02,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,10,220,16.398189726001874,1,902,True,220,138,137,81,0,0,137,220,0,218,1,106.28609500417951,129.3372628002544,131.54120299441274,videos/libero_spatial__task_001__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_03,libero_spatial,1,3,pick up the black bowl next to the ramekin and place it on the plate,7,False,max_ticks,c3293281c61471554a1ffa63ff56fb493c61e5fa5d46e84e054c8f0b5d602651,10,220,16.40817830899323,1,1019,True,220,137,136,82,0,0,136,220,0,217,1,107.6587509996898,130.63144924672088,132.95687999925576,videos/libero_spatial__task_001__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_00,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,7,False,max_ticks,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,10,220,16.18386148800346,1,1136,True,220,137,136,82,0,0,136,220,0,217,1,109.26856899823179,130.78900425352913,133.001123998838,videos/libero_spatial__task_002__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_01,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,7,False,max_ticks,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,10,220,16.492815081001027,1,1253,True,220,137,136,82,0,0,136,220,0,218,1,106.49328599538421,130.3482580005948,134.76671600074042,videos/libero_spatial__task_002__episode_01.mp4
