schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_object__task_000__episode_00,libero_object,0,0,pick up the alphabet soup and place it in the basket,8,True,task_success,1c42589e6fcbe5a26c844edf29a2a787544e53fbc7717f3700eec952b4d97d13,10,150,16.810362446005456,1,157,True,150,92,91,58,91,0,0,25,125,147,1,108.76067100616638,131.703364502755,136.6270520084072,
armbench.pi05_libero_independent_clock.v1,libero_object__task_000__episode_01,libero_object,0,1,pick up the alphabet soup and place it in the basket,8,True,task_success,8108b776b0b2eeb48360c3399b08657d491b1b22876275bd39982c68f0608de6,10,173,13.348041080011171,1,230,True,173,105,104,67,104,0,0,29,144,170,1,110.33504600345623,131.51884234976023,134.88317700102925,
armbench.pi05_libero_independent_clock.v1,libero_object__task_000__episode_02,libero_object,0,2,pick up the alphabet soup and place it in the basket,8,True,task_success,5d0007fde4089c300f517302c32ed14d16e94f7567471940128c3294e9f6bf25,10,196,14.311868960008724,1,303,True,196,122,121,73,120,0,1,25,171,193,1,106.43951999372803,129.8185300111072,177.68343999341596,
armbench.pi05_libero_independent_clock.v1,libero_object__task_000__episode_03,libero_object,0,3,pick up the alphabet soup and place it in the basket,8,True,task_success,47970af7b7dea518fbcb54d40f5ff12d9d522f26890455dc4778cdf64e9b0b7b,10,149,11.974827260986785,1,376,True,149,94,93,55,93,0,0,17,132,146,1,105.80330199445598,129.65277379844338,131.09210299444385,
armbench.pi05_libero_independent_clock.v1,libero_object__task_001__episode_00,libero_object,1,0,pick up the cream cheese and place it in the basket,8,True,task_success,cd0780e7a57c5ba538e200537fe0720974e2e5b06dad4770cd79d498f19d3ced,10,128,10.84986896099872,1,449,True,128,80,79,47,79,0,0,16,112,125,1,107.21628600731492,130.69131179072428,131.89742199028842,
armbench.pi05_libero_independent_clock.v1,libero_object__task_001__episode_01,libero_object,1,1,pick up the cream cheese and place it in the basket,8,True,task_success,569a3345ff1cbf63903f8fc0ecf1a2412b8200e32d1342053c9a3c0f65848f6f,10,122,10.565693377007847,1,522,True,122,76,75,45,75,0,0,15,107,120,1,106.43441299907863,129.92288719688077,134.5118720055325,
armbench.pi05_libero_independent_clock.v1,libero_object__task_001__episode_02,libero_object,1,2,pick up the cream cheese and place it in the basket,8,True,task_success,b82ed3ffbe0cb0731adf1f8a69c2cf7dc0f66f72a44b4da1f028bfc08173df58,10,137,11.302373434999026,1,595,True,137,85,84,51,84,0,0,19,118,132,1,107.95498899824452,131.22046899152338,136.4024529902963,
armbench.pi05_libero_independent_clock.v1,libero_object__task_001__episode_03,libero_object,1,3,pick up the cream cheese and place it in the basket,8,True,task_success,63c6be4dd758e10198cb8f77d80e8299bfa936e1d5ca3afcaba407db3f61a9d1,10,159,12.53200496401405,1,668,True,159,100,99,58,99,0,0,16,143,156,1,105.41041199758183,129.50808281166246,132.08586600376293,
armbench.pi05_libero_independent_clock.v1,libero_object__task_002__episode_00,libero_object,2,0,pick up the salad dressing and place it in the basket,8,True,task_success,4aef6926b34207f4c23284495324fdeb8fa6ae6f812ae22387b7f644c28b4ecf,10,121,10.732197581994114,1,741,True,121,76,75,45,75,0,0,16,105,120,1,107.74665800272487,130.183525904431,131.89233699813485,
armbench.pi05_libero_independent_clock.v1,libero_object__task_002__episode_01,libero_object,2,1,pick up the salad dressing and place it in the basket,8,True,task_success,3377602acb8e683c2f8072aafbb01e7b7034b6a73e05c788eee6c1c782d29a64,10,128,10.914550490997499,1,814,True,128,80,79,47,79,0,0,15,113,126,1,107.06382100761402,128.6402825047844,131.66897000337485,
armbench.pi05_libero_independent_clock.v1,libero_object__task_002__episode_02,libero_object,2,2,pick up the salad dressing and place it in the basket,8,True,task_success,7077c2b0ad3b54c6a3da7a35645f2abe234b788937b0e23fdc050ded83655274,10,139,11.541458935011178,1,887,True,139,86,85,52,85,0,0,20,119,137,1,107.01676699682139,129.3148819997441,132.16324600216467,
armbench.pi05_libero_independent_clock.v1,libero_object__task_002__episode_03,libero_object,2,3,pick up the salad dressing and place it in the basket,8,True,task_success,716292da64262dd5dcb08b6e4f5930233b232f79970946bd20b49b4a1ad38b65,10,157,12.431267437001225,1,960,True,157,97,96,59,96,0,0,19,138,154,1,107.03665700566489,130.1258887469885,136.06607299880125,
armbench.pi05_libero_independent_clock.v1,libero_object__task_003__episode_00,libero_object,3,0,pick up the bbq sauce and place it in the basket,8,True,task_success,e7aacc894f55feb754b32bf76bdded5e758ff928ce18e89672598fce023f5e87,10,152,12.018199989004643,1,1033,True,152,94,93,57,93,0,0,20,132,149,1,108.16114699991886,131.3646987953689,132.8251429949887,
armbench.pi05_libero_independent_clock.v1,libero_object__task_003__episode_01,libero_object,3,1,pick up the bbq sauce and place it in the basket,8,True,task_success,6679884f1178b047dc201f7f3f283c4ae2389dde18f5e63b116bf5b1f57f68f1,10,154,12.15911672799848,1,1106,True,154,96,95,57,95,0,0,20,134,152,1,106.8246059876401,130.1695561982342,133.70600499911234,
armbench.pi05_libero_independent_clock.v1,libero_object__task_003__episode_02,libero_object,3,2,pick up the bbq sauce and place it in the basket,8,True,task_success,bb21efe9f5778bc97276ae6990e66e8ddccdb3b9fbe6de5d933ed47067a032a4,10,129,10.834175716998288,1,1179,True,129,80,79,48,79,0,0,16,113,126,1,106.6526700014947,130.09576659242157,131.79921499977354,
armbench.pi05_libero_independent_clock.v1,libero_object__task_003__episode_03,libero_object,3,3,pick up the bbq sauce and place it in the basket,8,True,task_success,96741b26903326f1dc56bd6346388c3c6dd8071e0d682881abda2adee7cd236a,10,209,15.061366181995254,1,1252,True,209,130,129,79,129,0,0,25,184,205,1,107.71668000961654,130.4597428010311,133.83512699510902,
armbench.pi05_libero_independent_clock.v1,libero_object__task_004__episode_00,libero_object,4,0,pick up the ketchup and place it in the basket,8,True,task_success,65c2427a4638cca8aa08a1ffc2d91504ef3fffc97ca065efb368e4a83ec3d8fa,10,154,12.24946627501049,1,1325,True,154,97,96,57,96,0,0,19,135,151,1,107.7997160027735,130.68784774804953,133.50712400279008,
armbench.pi05_libero_independent_clock.v1,libero_object__task_004__episode_01,libero_object,4,1,pick up the ketchup and place it in the basket,8,True,task_success,48555ae71b715c419d8a097b6445eefae1b42779e540bd5498f68be6dbd0974a,10,139,11.353166739994776,1,1398,True,139,87,86,51,86,0,0,17,122,136,1,108.02073899685638,129.64747499790974,132.34946700686123,
armbench.pi05_libero_independent_clock.v1,libero_object__task_004__episode_02,libero_object,4,2,pick up the ketchup and place it in the basket,8,True,task_success,66d7017a12f88ba66823c92a4f58c0f375c114ed92c41491afd06db590a8db9d,10,148,11.893535965005867,1,1471,True,148,93,92,55,92,0,0,15,133,146,1,105.4554264919716,127.95985410411959,131.0296500014374,
armbench.pi05_libero_independent_clock.v1,libero_object__task_004__episode_03,libero_object,4,3,pick up the ketchup and place it in the basket,8,True,task_success,032fba8839c27f33814fc19d1714a2956775a3385bafdc37a8797bd0418ce23d,10,152,12.0752426419931,1,1544,True,152,96,95,56,95,0,0,18,134,150,1,106.80275900813285,129.65265178936534,131.57653198868502,
armbench.pi05_libero_independent_clock.v1,libero_object__task_005__episode_00,libero_object,5,0,pick up the tomato sauce and place it in the basket,8,True,task_success,c0fc53f4f1bbc048b4f5940812bd789b01de63951a3d828d630e47864e105530,10,128,10.988225605004118,1,1617,True,128,80,79,48,79,0,0,18,110,127,1,105.94345298886765,130.90899659728166,131.56475099094678,
