schema_version,case_id,pair_id,selection_index,source_row_index,task_suite,task_id,method,episode_id,episode_index,query_index,scenario,mode,response_action_sha256,source_inference_latency_ms,adapter_latency_ms,mode_latency_ms,audit_latency_ms,activation_response_age_ms,status,reason,supervisor_status,failure_stage,candidate_complete,candidate_action_count,published_action_count,policy_actions_executable,partial_prefix_exposed,all_or_none_publication,integrated_atomic_gate_used,assurance_worker_thread_separate,fallback_validated,qp_feasible,qp_intervention_steps,software_budget_exceeded,response_deadline_exceeded,joint_position_violation_steps,joint_velocity_violation_steps,joint_acceleration_violation_steps,continuous_edges_checked,continuous_unsafe_edges,continuous_indeterminate_edges,braking_boundaries_checked,braking_invalid_boundaries,all_registered_constraints_satisfied,unsafe_plan_published,raw_hand_displacement_m,candidate_hand_displacement_m,published_hand_displacement_m,published_motion_retention_ratio
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__free_space__direct_dispatch,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,free_space,direct_dispatch,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,2.981799996632617,0.0025999979698099196,803.8335999954143,103.7566769955447,execute,direct_candidate_atomically_published,not_applicable,,True,10,10,True,False,True,False,False,False,False,0,False,False,0,10,1,10,0,0,10,0,False,True,0.19299215158328148,0.19299215158328148,0.19299215158328148,1.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__free_space__qp_projection,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,free_space,qp_projection,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,2.981799996632617,28.616300005523954,634.9340000015218,132.37037700309884,hold,software_budget_exceeded,not_applicable,qp_or_activation,True,10,0,False,False,True,False,False,False,True,10,True,False,0,7,1,10,0,0,10,0,False,False,0.19299215158328148,0.14156808661151832,0.0,0.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__free_space__full_assurance,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,free_space,full_assurance,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,2.981799996632617,35.141300002578646,565.8114000034402,134.75407700025244,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,True,10,True,False,0,7,1,10,0,0,10,0,False,False,0.19299215158328148,0.14156808661151832,0.0,0.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__single_block__direct_dispatch,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,single_block,direct_dispatch,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,1.7538000029162504,0.0017999991541728377,753.0259999984992,102.52787700301269,execute,direct_candidate_atomically_published,not_applicable,,True,10,10,True,False,True,False,False,False,False,0,False,False,0,10,1,10,0,0,10,0,False,True,0.19299215158328148,0.19299215158328148,0.19299215158328148,1.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__single_block__qp_projection,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,single_block,qp_projection,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,1.7538000029162504,27.91589999833377,662.6685999945039,130.4419770021923,hold,software_budget_exceeded,not_applicable,qp_or_activation,True,10,0,False,False,True,False,False,False,True,10,True,False,0,7,1,10,0,0,10,0,False,False,0.19299215158328148,0.14156808661151832,0.0,0.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__single_block__full_assurance,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,single_block,full_assurance,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,1.7538000029162504,43.85470000124769,686.1691000012797,149.5260770097957,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,True,10,True,False,0,7,1,10,0,0,10,0,False,False,0.19299215158328148,0.14156808661151832,0.0,0.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__narrow_gate__direct_dispatch,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,narrow_gate,direct_dispatch,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,2.715199996600859,0.0022000021999701858,1021.9082000039634,103.4896769997431,execute,direct_candidate_atomically_published,not_applicable,,True,10,10,True,False,True,False,False,False,False,0,False,False,0,10,1,10,0,0,10,0,False,True,0.19299215158328148,0.19299215158328148,0.19299215158328148,1.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__narrow_gate__qp_projection,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,narrow_gate,qp_projection,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,2.715199996600859,27.339199994457886,839.6699000004446,130.826676992001,hold,software_budget_exceeded,not_applicable,qp_or_activation,True,10,0,False,False,True,False,False,False,True,10,True,False,0,7,1,10,0,0,10,0,False,False,0.19299215158328148,0.14156808661151832,0.0,0.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00763__narrow_gate__full_assurance,libero_10__task_00__episode_06,0,763,libero_10,0,overlap_unconditioned,libero_10__task_00__episode_06__overlap_unconditioned,6,10,narrow_gate,full_assurance,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,100.77227700094227,2.715199996600859,38.3880000008503,807.8824000040186,134.48747700022068,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,True,10,True,False,0,7,1,10,0,0,10,0,False,False,0.19299215158328148,0.14156808661151832,0.0,0.0
armbench.pi05_integrated_panda_cpu_replay.v1,row_00458__free_space__direct_dispatch,libero_10__task_00__episode_04,1,458,libero_10,0,projected_overlap,libero_10__task_00__episode_04__projected_overlap,4,28,free_space,direct_dispatch,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,80.66476900421549,1.9230000034440309,0.0018999999156221747,771.2240000037127,82.58966900757514,execute,direct_candidate_atomically_published,not_applicable,,True,10,10,True,False,True,False,False,False,False,0,False,False,0,10,1,10,0,0,10,0,False,True,0.20126673496477257,0.20126673496477257,0.20126673496477257,1.0
