schema_version,case_id,source_case_id,selection_index,source_row_index,scenario,profile,response_action_sha256,input_action_sha256,supervision_budget_ms,base_response_age_ms,activation_response_age_ms,supervisor_latency_ms,assurance_worker_latency_ms,qp_latency_ms,continuous_collision_latency_ms,dynamics_braking_latency_ms,fallback_brake_latency_ms,status,reason,supervisor_status,failure_stage,candidate_complete,candidate_action_count,published_action_count,policy_actions_executable,partial_prefix_exposed,all_or_none_publication,assurance_worker_thread_separate,fallback_validated,qp_feasible,qp_intervention_steps,joint_position_violation_steps,joint_velocity_violation_steps,joint_acceleration_violation_steps,continuous_edges_checked,continuous_unsafe_edges,continuous_indeterminate_edges,braking_boundaries_checked,braking_invalid_boundaries,all_registered_constraints_satisfied,unsafe_plan_published,software_budget_exceeded,response_deadline_exceeded,broad_phase_pair_tests,broad_phase_pruned_pairs,broad_phase_exact_pair_evaluations,broad_phase_prune_rate,safe_configuration_cache_hits,persistent_qp_solve_calls,persistent_brake_validation_calls
armbench.pi05_optimized_cpu_replay.v1,row_00763__free_space__direct_dispatch__operational_20ms,row_00763__free_space__direct_dispatch,0,763,free_space,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.75407699757488,134.75407700025244,22.260199999436736,14.999999999417923,4.546600001049228,16.07460000377614,0.0,1.426700000592973,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6615,6332,283,0.9572184429327286,7,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00763__single_block__direct_dispatch__operational_20ms,row_00763__single_block__direct_dispatch,0,763,single_block,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,102.52607700385852,134.52607700310182,22.79889999772422,15.999999995983671,6.120500001998153,15.577899997879285,0.0,0.9034999966388568,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6290,6051,239,0.9620031796502385,6,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00763__narrow_gate__direct_dispatch__operational_20ms,row_00763__narrow_gate__direct_dispatch,0,763,narrow_gate,operational_20ms,2ba514276e139d381b7b19bf859e964ad7e1b157ca9f234909fb87328f08ec28,e4ddff608fdc24bbe79f4f345b6ad772cc7e47679fd0522db9fe5c0e6a4512b3,20.0,103.48747699754313,119.48747700080276,22.694200000842102,16.00000000325963,4.5368999999482185,17.183600000862498,0.0,0.8164000028045848,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,9720,9434,286,0.9705761316872428,7,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00458__free_space__direct_dispatch__operational_20ms,row_00458__free_space__direct_dispatch,1,458,free_space,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.58776900765952,113.58776900306111,22.20379999926081,30.999999995401595,7.092100000591017,14.298300004156772,0.0,0.6346999944071285,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6027,5766,261,0.9566948730711797,6,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00458__single_block__direct_dispatch__operational_20ms,row_00458__single_block__direct_dispatch,1,458,single_block,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,82.50796900392743,113.50796900660498,24.3759000004502,16.00000000325963,6.192599998030346,16.488000001118053,0.0,1.4797999974689446,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6970,6654,316,0.9546628407460546,6,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00458__narrow_gate__direct_dispatch__operational_20ms,row_00458__narrow_gate__direct_dispatch,1,458,narrow_gate,operational_20ms,539d85427650fb89affee25f827ab92f2803af4f4686cdda7625ebbcfc4e125f,c20bfe121e217568858d6301db3e88f8bbabf1604fdaa8e909eae454747800b5,20.0,83.1604690029053,114.16046900558285,23.533599996881094,31.000000002677552,5.9782000025734305,16.267899998638313,0.0,1.1123000003863126,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,7128,6912,216,0.9696969696969697,5,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00222__free_space__direct_dispatch__operational_20ms,row_00222__free_space__direct_dispatch,2,222,free_space,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.54230199957965,202.54230199498124,21.78740000090329,14.999999999417923,5.446999995911028,14.816599999903701,0.0,1.2053999962517992,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,3675,3519,156,0.9575510204081633,4,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00222__single_block__direct_dispatch__operational_20ms,row_00222__single_block__direct_dispatch,2,222,single_block,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.895202001906,218.89520200784318,29.369299998506904,31.000000002677552,4.968600005668122,22.76249999704305,0.0,1.4335999949253164,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,True,11390,10791,599,0.9474100087796312,6,10,1
armbench.pi05_optimized_cpu_replay.v1,row_00222__narrow_gate__direct_dispatch__operational_20ms,row_00222__narrow_gate__direct_dispatch,2,222,narrow_gate,operational_20ms,7ed64e746df909ff0c71898c554048b30bb88de50d94a6f43787c50679b174e2,21da2b9970d3e9644b5f044a5dcc016b6b5053a5b4e9c17bce52d4303d2b3600,20.0,171.71460199460853,218.71460199326975,23.943899999721907,31.9999999992433,6.6969999970751815,16.13790000556037,0.0,0.924600004509557,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,3,0,10,5,False,False,True,True,5400,5202,198,0.9633333333333334,4,10,1
armbench.pi05_optimized_cpu_replay.v1,row_01467__free_space__direct_dispatch__operational_20ms,row_01467__free_space__direct_dispatch,3,1467,free_space,operational_20ms,0d05a20d8a90b30eac6e6dfc2e65c5d447cb062d06863c48db1367dbdc8d27af,4f17f5dfea4ea95c98fd42f459cd72d84c6d64fa6c129fbeb17b753364002cf1,20.0,92.3235240043141,123.32352399971569,21.262399997795,30.999999995401595,5.440599998109974,14.786799998546485,0.0,0.8321999994223006,hold,supervision_budget_exceeded,hold,supervision_budget,True,10,0,False,False,True,True,True,True,10,0,0,0,10,0,0,10,0,True,False,True,False,6321,6054,267,0.9577598481252966,7,10,1
