schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_04,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,8,True,task_success,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,10,75,13.6581263049884,1,159,True,75,47,46,28,46,0,0,12,63,74,1,107.61440799979027,128.09830624973984,130.9574619954219,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_05,libero_spatial,0,5,pick up the black bowl between the plate and the ramekin and place it on the plate,8,True,task_success,a02a6f3f78646a8aebf5c7f992587f813845a963ea2937c77e76b0e7c559ed60,10,115,10.877427480998449,1,232,True,115,72,71,42,71,0,0,16,99,112,1,106.91523501009215,130.48048999917228,133.0446869978914,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_06,libero_spatial,0,6,pick up the black bowl between the plate and the ramekin and place it on the plate,8,True,task_success,13cefaeb7cbe5564bb1420fe55fbde3b8a60a9d382517639b05ad247fce3044d,10,75,8.90987332999066,1,305,True,75,47,46,27,46,0,0,11,64,73,1,106.22966250230093,128.27100250069634,131.16257400542963,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_07,libero_spatial,0,7,pick up the black bowl between the plate and the ramekin and place it on the plate,8,True,task_success,2f10b6cf2b4012897a30a4696147807976c704627578a527b88a53474db0fe23,10,85,9.33328953399905,1,378,True,85,53,52,31,52,0,0,11,74,83,1,107.66693198820576,131.11468620045343,131.78322800376918,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_04,libero_spatial,1,4,pick up the black bowl next to the ramekin and place it on the plate,8,True,task_success,203e4b51ca33cdd04c89727d41bfa267c945523a96e45584ce703e278c548219,10,107,10.474510931991972,1,451,True,107,67,66,40,66,0,0,15,92,106,1,106.27306250535185,128.15264675373328,131.01640999957453,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_05,libero_spatial,1,5,pick up the black bowl next to the ramekin and place it on the plate,8,True,task_success,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,10,109,10.527322808993631,1,524,True,109,68,67,40,67,0,0,14,95,106,1,106.37522900651675,130.86716029647505,132.04456299718004,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_06,libero_spatial,1,6,pick up the black bowl next to the ramekin and place it on the plate,8,True,task_success,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,10,108,10.577554559000419,1,597,True,108,68,67,40,67,0,0,15,93,106,1,109.68447900086176,130.49287530157017,131.26477900368627,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_07,libero_spatial,1,7,pick up the black bowl next to the ramekin and place it on the plate,8,True,task_success,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,10,112,10.755258654011413,1,670,True,112,70,69,41,69,0,0,15,97,110,1,107.6160369993886,128.6796016007429,131.97929799207486,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_04,libero_spatial,2,4,pick up the black bowl from table center and place it on the plate,8,True,task_success,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,10,103,10.310386224999093,1,743,True,103,65,64,38,64,0,0,13,90,100,1,106.25204350071726,129.12062614559545,131.66938500944525,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_05,libero_spatial,2,5,pick up the black bowl from table center and place it on the plate,8,True,task_success,c6bcd2b35367b0546114f8b92c6acd01a614a1756bd3fa34e775f7414ed13949,10,102,10.336169850997976,1,816,True,102,64,63,38,63,0,0,15,87,100,1,109.30505499709398,131.97968449094333,136.075547998189,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_06,libero_spatial,2,6,pick up the black bowl from table center and place it on the plate,8,True,task_success,5494ed235f79018a3e3c3747adec758412b5b087cb6ea2fadcb15c7b0a304018,10,96,9.915056501995423,1,889,True,96,60,59,35,59,0,0,13,83,94,1,108.1983619951643,130.84732120187255,133.4160080004949,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_07,libero_spatial,2,7,pick up the black bowl from table center and place it on the plate,8,True,task_success,943a79d96b57e64674272be670d2a3bae2931c8a36caf1f47d3f5a43a70a96ea,10,98,10.031275396991987,1,962,True,98,61,60,36,60,0,0,14,84,96,1,107.617018999008,128.6000553460326,132.41693000600208,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_04,libero_spatial,3,4,pick up the black bowl on the cookie box and place it on the plate,8,True,task_success,a33b8722d1c9c4434a8ac96461fbe20f9159949b23fe3bd857e1a09298f7d775,10,87,9.535451781004667,1,1035,True,87,55,54,32,54,0,0,11,76,85,1,107.17310249310685,129.4670553994365,131.3365870009875,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_05,libero_spatial,3,5,pick up the black bowl on the cookie box and place it on the plate,8,True,task_success,6ce86d38f92f1bf2f0ef89eea048e8011e0bd6c9ae3c35b0260cebaf5eb88c02,10,88,9.506467971994425,1,1108,True,88,55,54,32,54,0,0,13,75,86,1,106.18474200600758,129.65406855364563,132.33059000049252,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_06,libero_spatial,3,6,pick up the black bowl on the cookie box and place it on the plate,8,True,task_success,86af305f0ec297b199dbb697ea3e12948075420b1cf45dcab5f6d3ec551a46a7,10,86,9.478655337006785,1,1181,True,86,54,53,32,53,0,0,13,73,85,1,106.38400400057435,129.03306739171967,133.30906399642117,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_07,libero_spatial,3,7,pick up the black bowl on the cookie box and place it on the plate,8,True,task_success,cb83556da2a5d5fd5b2c403a3ff9124bc769daac6f02152f1115c4298e4af6ec,10,92,9.739081854000688,1,1254,True,92,58,57,34,57,0,0,13,79,91,1,108.14685400691815,129.74800219817553,132.57964499644004,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_04,libero_spatial,4,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,8,True,task_success,849063999c0410fd1fd9bcd5c25333195faf1a19fccc6fa55a3dc047f3e2524d,10,140,12.143616614994244,1,1327,True,140,88,87,52,87,0,0,17,123,139,1,106.77948298689444,129.47832569625461,130.91121400066186,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_05,libero_spatial,4,5,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,8,True,task_success,9d27e8547f5f08d749e813810ea5fbcabfda762c07d2bc8a75a79a50e1685994,10,165,13.419906887997058,1,1400,True,165,103,102,62,102,0,0,24,141,164,1,108.14223349734675,130.14605639618821,133.28043899673503,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_06,libero_spatial,4,6,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,8,True,task_success,e7d1ddf7761004e49510ab9f3970bf3a7457817bfb57163af33101d940780fdc,10,142,12.2846287979919,1,1473,True,142,89,88,52,88,0,0,18,124,140,1,105.88590200495673,128.6281753964431,133.1018210039474,
