schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_00,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,a6db032a71041791fbc1abf677d4c70813c24c8a608bd77e606c5a5516596950,10,102,15.06344686000375,1,158,True,102,64,63,38,63,0,0,13,89,101,1,106.86293500475585,129.80788709392073,131.88463299593423,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_01,libero_spatial,0,1,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,278492f91da9db900616fd988bf35ccda53896ced8ca433dde3c9dca18d55de9,10,75,8.957011674996465,1,231,True,75,47,46,28,46,0,0,11,64,74,1,107.43733850540593,129.80894874272053,134.38018198939972,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_02,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,10,104,10.506889844997204,1,304,True,104,65,64,39,64,0,0,15,89,103,1,103.88543050066801,124.56055915245088,132.74236500728875,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_000__episode_03,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,9,True,task_success,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,10,103,10.555050303999451,1,377,True,103,64,63,38,63,0,0,15,88,101,1,107.27647399471607,130.50965519651072,132.76053700246848,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_00,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,10,115,10.927156426012516,1,450,True,115,72,71,42,71,0,0,17,98,112,1,108.97254099836573,131.1524049961008,132.35502000316046,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_01,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,10,114,10.879685296997195,1,523,True,114,71,70,42,70,0,0,15,99,110,1,106.89435600215802,131.32116820197552,133.40452598640695,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_02,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,10,110,11.09249378599634,1,596,True,110,69,68,41,68,0,0,15,95,108,1,110.57440799777396,131.79179874496185,132.26876000408083,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_001__episode_03,libero_spatial,1,3,pick up the black bowl next to the ramekin and place it on the plate,9,True,task_success,c3293281c61471554a1ffa63ff56fb493c61e5fa5d46e84e054c8f0b5d602651,10,105,10.515769926001667,1,669,True,105,66,65,39,65,0,0,14,91,103,1,107.14377301337663,128.92568019742612,131.68056799622718,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_00,libero_spatial,2,0,pick up the black bowl from table center and place it on the plate,9,True,task_success,149d26b8f163da15e9580b76568baf6effd9a55e60ab407c53aa01ee3a8223b7,10,106,10.786276704006013,1,742,True,106,66,65,40,65,0,0,16,90,105,1,108.19300799630582,128.9258998061996,132.7813399984734,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_01,libero_spatial,2,1,pick up the black bowl from table center and place it on the plate,9,True,task_success,10dff1a03dc73d7a05d9ea0670467a3d4936ec49dc8b8af0df964109940911ed,10,141,12.520043110998813,1,815,True,141,88,87,52,87,0,0,18,123,139,1,106.97650100337341,130.59910630254308,133.1554380012676,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_02,libero_spatial,2,2,pick up the black bowl from table center and place it on the plate,9,True,task_success,4b393f46412fdced9fdd925e55dddda291b1ba09f5d062d4a63032d43492c003,10,93,10.103090333010186,1,888,True,93,58,57,34,57,0,0,14,79,90,1,106.90300299029332,129.9982189957518,131.97809499979485,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_002__episode_03,libero_spatial,2,3,pick up the black bowl from table center and place it on the plate,9,True,task_success,d67e69d4f8823bbe8f4e01bbf2aea7eb3a46eb112554106f71dd6b1c953ae6b7,10,108,10.88975442800438,1,961,True,108,67,66,40,66,0,0,19,89,103,1,109.59211099543609,131.29418950120453,132.94923800276592,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_00,libero_spatial,3,0,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,10,101,10.481135074005579,1,1034,True,101,63,62,37,62,0,0,13,88,99,1,106.6565209912369,129.9013287978596,132.1978100022534,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_01,libero_spatial,3,1,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,10,83,9.671997381010442,1,1107,True,83,52,51,30,51,0,0,12,71,80,1,106.18124599568546,128.39781249931548,130.25815501168836,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_02,libero_spatial,3,2,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,7e46eb0926b19da8520a12aa89a2137d9e4603b4a97ec83da200dc73c63f9dfb,10,84,9.752916911005741,1,1180,True,84,52,51,31,51,0,0,13,71,81,1,110.3114790021209,131.19819599523908,134.41145500109997,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_03,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,9,True,task_success,a93982cfb7190095b7b03108be7ca4828a77f649509bde23d7bc535c91a75189,10,92,10.052055138992728,1,1253,True,92,57,56,34,56,0,0,15,77,90,1,108.44532300689025,130.22584849022678,131.33049300813582,
